0.017,0.604,-1.760,-0.002,0.017,0.005,13.665,965.471,-192.716,-1.243,-5.670,-3.159,0.004
0.017,0.604,-1.760,-0.002,0.016,0.004,13.238,966.142,-192.289,-1.400,-5.539,-3.176,0.003
0.021,0.604,-1.760,0.002,0.020,0.004,9.151,962.055,-191.435,-1.811,-5.084,-2.713,0.003
0.024,0.604,-1.760,0.003,0.023,0.004,8.114,959.065,-192.228,-2.013,-4.708,-2.494,0.003
0.024,0.604,-1.760,0.004,0.024,0.003,7.382,958.211,-190.337,-2.153,-4.358,-2.301,0.003
0.026,0.605,-1.760,0.005,0.025,0.000,5.857,956.747,-187.714,-2.424,-3.911,-2.030,0.003
0.025,0.605,-1.759,0.004,0.024,-0.005,6.650,958.150,-182.711,-2.748,-3.308,-1.645,0.004
0.022,0.605,-1.759,0.004,0.021,-0.005,7.260,961.262,-182.040,-3.098,-3.001,-1.514,0.002
0.024,0.605,-1.759,0.004,0.023,-0.008,6.894,959.614,-179.478,-3.176,-2.905,-1.321,0.003
0.027,0.605,-1.759,0.005,0.025,-0.008,5.551,957.418,-178.929,-3.491,-2.713,-1.111,0.003
0.030,0.605,-1.759,0.011,0.025,-0.011,-0.671,956.869,-175.695,-3.824,-2.319,-0.761,0.003
0.034,0.605,-1.758,0.017,0.027,-0.012,-5.918,955.466,-174.475,-4.008,-2.179,-0.630,0.003
0.032,0.605,-1.758,0.016,0.025,-0.014,-5.002,957.784,-172.035,-3.981,-2.004,-0.656,0.003
0.031,0.605,-1.758,0.015,0.024,-0.014,-4.270,958.821,-171.608,-4.191,-1.803,-0.621,0.003
0.030,0.605,-1.758,0.013,0.024,-0.013,-2.196,958.394,-173.072,-4.174,-1.680,-0.525,0.003
0.032,0.605,-1.757,0.009,0.026,-0.016,1.342,956.442,-169.534,-4.261,-1.654,-0.324,0.003
0.030,0.605,-1.757,0.009,0.025,-0.014,1.647,958.089,-170.998,-4.165,-1.636,-0.298,0.003
0.030,0.605,-1.757,0.010,0.025,-0.014,0.122,957.967,-170.937,-3.964,-1.785,-0.184,0.003
0.029,0.604,-1.757,0.010,0.024,-0.012,0.671,958.455,-173.072,-3.728,-1.803,-0.079,0.003
0.029,0.604,-1.756,0.011,0.026,-0.008,-0.488,956.747,-176.550,-3.290,-1.733,0.184,0.003
0.028,0.604,-1.756,0.010,0.025,-0.006,0.366,957.418,-178.807,-2.923,-1.680,0.394,0.003
0.027,0.604,-1.756,0.008,0.026,-0.002,1.891,956.930,-182.284,-2.660,-1.706,0.551,0.003
0.025,0.604,-1.756,0.007,0.024,-0.000,3.660,959.065,-183.809,-2.126,-1.916,0.709,0.003
0.022,0.604,-1.756,0.005,0.021,0.001,5.185,961.750,-184.663,-1.278,-2.424,0.928,0.003
0.021,0.604,-1.756,0.005,0.021,-0.000,5.063,962.116,-183.809,-0.709,-2.844,0.928,0.004
0.021,0.605,-1.756,0.001,0.020,0.001,9.334,962.360,-184.663,-0.158,-3.404,1.033,0.002
0.022,0.605,-1.756,-0.002,0.022,0.003,12.811,961.140,-187.042,0.315,-3.736,1.129,0.003
0.031,0.605,-1.756,-0.020,0.024,0.001,30.686,958.577,-185.700,0.831,-4.200,1.234,0.002
0.033,0.605,-1.756,-0.009,0.031,-0.000,19.461,951.440,-184.053,1.444,-4.856,1.759,0.003
0.035,0.605,-1.756,-0.007,0.034,-0.002,17.753,948.328,-182.284,1.706,-5.058,2.109,0.003
0.037,0.605,-1.756,-0.002,0.036,-0.004,13.299,946.315,-180.637,1.540,-5.032,2.293,0.003
0.036,0.605,-1.756,0.000,0.036,-0.006,10.798,947.047,-178.990,1.435,-5.023,2.538,0.003
0.035,0.606,-1.757,0.007,0.033,-0.009,4.636,949.488,-175.878,1.304,-4.480,2.590,0.003
0.032,0.606,-1.757,0.008,0.030,-0.006,3.965,952.416,-178.746,1.356,-4.051,2.511,0.004
0.032,0.606,-1.757,0.009,0.030,-0.006,2.196,952.660,-178.990,1.015,-3.544,2.293,0.002
0.031,0.606,-1.757,0.007,0.030,-0.004,4.392,952.721,-180.576,0.866,-3.089,2.021,0.004
0.027,0.606,-1.757,-0.001,0.027,-0.002,12.384,955.344,-182.955,0.438,-2.520,1.286,0.002
0.028,0.606,-1.757,-0.003,0.027,-0.002,14.824,955.344,-183.199,0.341,-2.529,0.901,0.003
0.024,0.606,-1.757,-0.002,0.023,-0.003,14.275,959.431,-182.162,0.193,-2.573,0.298,0.003
0.022,0.606,-1.757,-0.003,0.022,-0.004,15.068,960.896,-181.064,0.070,-2.573,-0.245,0.004
0.020,0.606,-1.757,-0.002,0.020,-0.003,13.482,962.482,-182.101,-0.053,-2.625,-0.823,0.003
0.020,0.606,-1.757,0.004,0.019,-0.003,7.870,963.519,-182.040,-0.131,-2.669,-1.846,0.002
0.023,0.606,-1.757,0.004,0.022,-0.005,7.626,960.896,-179.600,-0.403,-2.529,-2.468,0.003
0.026,0.606,-1.757,0.006,0.024,-0.008,5.796,958.577,-176.855,-0.306,-2.581,-2.879,0.004
0.024,0.606,-1.757,0.006,0.022,-0.006,5.368,960.469,-179.051,-0.481,-2.354,-3.421,0.002
0.021,0.606,-1.757,0.005,0.020,-0.002,6.284,962.238,-183.077,-0.333,-2.056,-4.095,0.003
0.022,0.606,-1.757,0.005,0.022,-0.002,5.979,961.140,-182.589,-0.534,-1.776,-4.428,0.003
0.023,0.606,-1.757,0.004,0.022,-0.002,6.528,960.347,-183.016,-0.429,-1.671,-4.454,0.003
0.025,0.606,-1.757,0.003,0.025,-0.001,7.016,957.723,-184.175,-0.324,-1.374,-4.480,0.003
0.022,0.606,-1.757,0.003,0.022,0.001,7.260,961.201,-185.517,-0.271,-0.945,-4.358,0.003
0.024,0.605,-1.757,0.001,0.024,0.000,9.395,958.699,-185.273,-0.254,-0.901,-4.200,0.003
0.025,0.605,-1.757,-0.002,0.025,0.001,11.957,957.845,-186.066,-0.245,-0.989,-4.034,0.003
0.026,0.605,-1.757,-0.004,0.026,-0.001,13.970,957.052,-183.626,-0.210,-1.033,-3.929,0.004
0.027,0.605,-1.757,-0.005,0.026,-0.004,14.641,956.747,-181.369,-0.009,-1.181,-3.570,0.002
0.027,0.605,-1.757,-0.004,0.026,-0.004,13.848,956.869,-180.454,0.026,-1.575,-2.966,0.004
0.025,0.605,-1.757,-0.002,0.025,-0.002,11.469,957.845,-183.321,0.053,-1.759,-2.625,0.002
0.026,0.605,-1.757,-0.002,0.026,-0.002,10.981,956.686,-182.711,0.166,-1.916,-2.371,0.004
0.026,0.605,-1.757,0.000,0.026,-0.001,9.273,956.625,-183.565,0.201,-2.013,-1.969,0.002
0.027,0.605,-1.757,0.002,0.027,-0.002,7.565,955.344,-183.016,0.184,-2.188,-1.496,0.003
0.030,0.605,-1.757,0.000,0.029,-0.006,8.785,953.636,-179.051,0.131,-2.249,-1.269,0.003
0.029,0.605,-1.757,-0.001,0.028,-0.006,10.066,954.612,-178.746,0.219,-2.371,-1.033,0.004
0.030,0.605,-1.757,-0.003,0.028,-0.009,12.079,954.673,-175.817,0.236,-2.520,-0.936,0.004
0.027,0.605,-1.757,-0.002,0.025,-0.011,10.798,958.150,-173.926,0.114,-3.106,-0.796,0.002
0.029,0.605,-1.757,0.001,0.026,-0.012,8.236,956.625,-172.706,-0.009,-3.246,-0.779,0.002
0.030,0.605,-1.757,0.001,0.028,-0.011,7.931,955.039,-174.048,-0.018,-3.474,-0.700,0.004
0.029,0.605,-1.757,0.002,0.027,-0.010,7.138,955.344,-175.146,0.044,-3.544,-0.744,0.002
0.031,0.605,-1.757,0.004,0.030,-0.010,5.490,953.026,-175.024,0.061,-3.500,-0.700,0.003
0.030,0.605,-1.757,0.003,0.028,-0.010,5.918,954.307,-175.146,0.271,-3.106,-0.656,0.003
0.027,0.605,-1.757,0.004,0.026,-0.009,4.697,957.174,-176.122,0.376,-3.036,-0.709,0.004
