0.023,2.558,-2.208,0.001,0.008,-0.022,177.404,783.126,-563.629,-0.046,-0.072,0.065,0.003
0.024,2.558,-2.208,0.003,0.007,-0.022,175.756,783.309,-563.202,-0.046,-0.070,0.064,0.003
0.023,2.559,-2.208,0.007,0.006,-0.021,171.791,784.834,-563.995,-0.041,-0.070,0.064,0.003
0.023,2.559,-2.208,0.010,0.006,-0.020,168.924,784.956,-565.276,-0.035,-0.064,0.060,0.003
0.021,2.559,-2.208,0.012,0.006,-0.016,166.667,784.956,-568.875,-0.030,-0.062,0.059,0.003
0.021,2.559,-2.208,0.013,0.005,-0.016,165.874,785.871,-569.424,-0.025,-0.059,0.058,0.004
0.021,2.559,-2.208,0.015,0.005,-0.014,163.433,786.054,-570.827,-0.020,-0.054,0.055,0.003
0.024,2.559,-2.208,0.018,0.005,-0.015,160.566,785.871,-569.546,-0.010,-0.046,0.045,0.003
0.027,2.559,-2.207,0.018,0.007,-0.018,160.444,784.468,-566.984,-0.005,-0.042,0.040,0.003
0.025,2.559,-2.207,0.017,0.007,-0.017,161.542,783.919,-568.204,-0.001,-0.039,0.035,0.002
0.024,2.559,-2.207,0.017,0.008,-0.015,161.847,783.187,-569.607,0.004,-0.035,0.030,0.003
0.023,2.559,-2.207,0.017,0.009,-0.013,162.030,782.516,-572.169,0.012,-0.032,0.016,0.003
0.021,2.559,-2.207,0.014,0.009,-0.013,164.348,781.784,-572.047,0.017,-0.033,0.009,0.003
0.023,2.559,-2.208,0.013,0.012,-0.015,165.630,779.283,-570.156,0.019,-0.035,0.001,0.004
0.023,2.559,-2.208,0.013,0.013,-0.014,165.569,777.818,-571.376,0.023,-0.036,-0.006,0.002
0.023,2.559,-2.208,0.010,0.014,-0.015,168.802,777.086,-570.339,0.027,-0.044,-0.022,0.003
0.023,2.559,-2.208,0.008,0.016,-0.015,170.266,775.439,-569.668,0.030,-0.047,-0.028,0.003
0.024,2.559,-2.208,0.005,0.015,-0.017,173.316,775.500,-567.838,0.031,-0.051,-0.034,0.004
0.024,2.559,-2.208,0.005,0.016,-0.017,173.011,774.890,-568.143,0.030,-0.055,-0.041,0.002
0.023,2.559,-2.208,0.005,0.015,-0.017,172.889,775.744,-568.753,0.033,-0.068,-0.052,0.003
0.022,2.559,-2.208,0.003,0.015,-0.016,175.024,775.683,-569.180,0.031,-0.071,-0.056,0.003
0.021,2.559,-2.208,0.004,0.014,-0.016,174.292,776.842,-569.912,0.031,-0.078,-0.061,0.003
