0.029,-0.650,-2.293,0.017,0.022,-0.006,190.337,712.238,-640.129,-0.481,-1.523,-0.280,0.003
0.028,-0.650,-2.293,0.018,0.021,-0.005,189.666,713.580,-641.654,-0.508,-1.593,-0.201,0.003
0.026,-0.650,-2.293,0.018,0.018,-0.004,189.605,716.142,-642.509,-0.263,-1.995,-0.123,0.003
0.026,-0.650,-2.293,0.021,0.016,-0.001,186.737,717.789,-645.681,-0.271,-1.934,-0.053,0.003
0.023,-0.650,-2.293,0.018,0.014,-0.001,189.056,719.619,-645.681,-0.219,-2.126,-0.044,0.004
0.023,-0.650,-2.293,0.017,0.014,-0.002,190.154,719.863,-644.278,-0.053,-2.293,-0.009,0.003
0.023,-0.650,-2.293,0.018,0.013,-0.003,188.995,721.266,-643.790,0.035,-2.284,0.149,0.002
0.023,-0.650,-2.293,0.018,0.013,-0.003,189.117,721.022,-643.546,0.280,-2.398,0.306,0.004
0.022,-0.650,-2.293,0.017,0.013,-0.005,189.788,721.388,-642.143,0.324,-2.459,0.359,0.002
0.025,-0.650,-2.293,0.020,0.014,-0.005,187.347,719.863,-642.143,0.324,-2.529,0.420,0.003
0.028,-0.650,-2.293,0.023,0.014,-0.006,183.870,720.046,-640.617,0.455,-2.643,0.429,0.003
0.028,-0.650,-2.293,0.024,0.013,-0.008,183.382,720.656,-639.031,0.543,-2.529,0.271,0.003
0.028,-0.650,-2.293,0.024,0.014,-0.006,183.382,719.985,-640.495,0.569,-2.450,0.184,0.003
0.026,-0.650,-2.293,0.021,0.014,-0.006,185.944,719.863,-640.739,0.718,-2.564,0.140,0.003
0.023,-0.650,-2.293,0.020,0.012,-0.005,187.103,722.365,-641.837,0.788,-2.538,0.070,0.003
0.022,-0.650,-2.293,0.018,0.011,-0.007,188.812,723.097,-640.007,1.015,-2.546,-0.123,0.003
0.021,-0.650,-2.294,0.017,0.010,-0.007,189.178,723.768,-640.678,1.103,-2.599,-0.096,0.003
0.022,-0.650,-2.294,0.018,0.011,-0.008,188.812,722.975,-639.519,1.146,-2.546,-0.044,0.003
0.022,-0.650,-2.294,0.017,0.011,-0.009,189.849,723.158,-638.055,1.321,-2.546,-0.131,0.003
0.025,-0.650,-2.294,0.019,0.011,-0.012,186.920,722.975,-635.798,1.383,-2.354,-0.219,0.003
0.023,-0.650,-2.294,0.019,0.009,-0.009,186.920,724.256,-638.543,1.418,-2.240,-0.166,0.003
0.025,-0.650,-2.294,0.021,0.011,-0.008,185.212,722.914,-639.153,1.453,-2.249,-0.210,0.003
0.025,-0.650,-2.294,0.021,0.010,-0.009,185.578,723.341,-638.543,1.400,-2.231,-0.298,0.004
0.023,-0.650,-2.294,0.018,0.010,-0.009,188.446,723.158,-638.238,1.558,-2.039,-0.289,0.002
0.022,-0.650,-2.294,0.017,0.011,-0.010,189.300,722.914,-637.445,1.566,-1.759,-0.158,0.004
0.019,-0.650,-2.294,0.014,0.010,-0.008,192.350,723.463,-639.458,1.470,-1.671,-0.149,0.002
0.019,-0.650,-2.294,0.012,0.012,-0.008,194.241,721.144,-639.885,1.496,-1.584,0.000,0.003
0.018,-0.650,-2.294,0.010,0.012,-0.010,195.888,721.816,-637.628,1.496,-1.461,0.263,0.003
0.020,-0.650,-2.294,0.010,0.012,-0.012,196.498,721.144,-635.920,1.435,-1.321,0.639,0.003
0.020,-0.650,-2.295,0.007,0.014,-0.012,198.816,718.765,-635.920,1.243,-1.356,0.875,0.003
0.020,-0.650,-2.295,0.008,0.014,-0.013,198.328,719.070,-635.493,1.173,-1.339,1.076,0.003
0.023,-0.650,-2.295,0.010,0.015,-0.016,196.620,718.521,-632.443,1.199,-1.383,1.234,0.004
0.022,-0.650,-2.295,0.008,0.014,-0.015,198.023,719.192,-633.541,1.076,-1.488,1.418,0.002
0.020,-0.650,-2.295,0.007,0.013,-0.013,199.000,720.107,-635.127,0.945,-1.356,1.584,0.003
0.020,-0.650,-2.295,0.007,0.013,-0.014,199.732,719.985,-634.151,0.901,-1.531,1.698,0.003
0.021,-0.650,-2.295,0.009,0.013,-0.014,197.291,719.863,-633.907,0.831,-1.505,1.820,0.003
0.023,-0.649,-2.295,0.009,0.016,-0.014,197.657,716.691,-634.639,0.586,-1.601,1.969,0.003
0.024,-0.649,-2.295,0.010,0.016,-0.015,197.169,717.118,-633.114,0.516,-1.575,1.943,0.003
0.022,-0.649,-2.295,0.009,0.016,-0.013,197.962,716.874,-635.249,0.385,-1.523,1.986,0.003
0.024,-0.649,-2.295,0.008,0.016,-0.015,198.755,716.935,-632.809,0.289,-1.628,1.908,0.004
0.023,-0.649,-2.295,0.008,0.015,-0.016,199.427,718.277,-632.382,0.079,-1.785,1.855,0.002
0.021,-0.649,-2.295,0.010,0.013,-0.013,197.413,719.375,-634.761,-0.061,-1.838,1.785,0.003
0.020,-0.649,-2.295,0.009,0.013,-0.013,198.389,720.168,-635.310,-0.236,-2.021,1.671,0.003
0.019,-0.649,-2.295,0.009,0.011,-0.013,198.694,721.388,-635.310,-0.228,-2.240,1.566,0.004
0.017,-0.649,-2.295,0.006,0.011,-0.012,201.257,721.571,-636.347,-0.201,-2.581,1.356,0.002
0.016,-0.649,-2.295,0.004,0.011,-0.011,203.453,721.510,-637.201,-0.201,-2.590,1.505,0.003
0.015,-0.649,-2.295,0.004,0.009,-0.011,203.697,723.829,-637.262,-0.245,-2.748,1.426,0.003
0.014,-0.649,-2.295,0.002,0.008,-0.011,205.161,724.500,-637.567,-0.131,-2.888,1.321,0.003
0.016,-0.649,-2.295,0.006,0.008,-0.013,201.928,724.500,-635.493,-0.254,-3.010,1.374,0.003
0.016,-0.649,-2.295,0.007,0.008,-0.013,200.952,724.683,-635.554,-0.026,-3.159,1.374,0.003
0.016,-0.648,-2.295,0.008,0.009,-0.012,199.915,724.195,-636.408,-0.070,-3.273,1.348,0.003
0.020,-0.648,-2.295,0.010,0.009,-0.015,197.657,723.951,-633.358,0.079,-3.290,1.400,0.004
0.020,-0.648,-2.295,0.010,0.007,-0.016,197.962,725.415,-631.650,0.298,-3.316,1.418,0.002
0.027,-0.648,-2.295,0.014,0.010,-0.021,194.058,722.426,-627.318,0.446,-3.211,1.523,0.003
0.027,-0.648,-2.295,0.012,0.010,-0.021,195.217,722.670,-626.647,0.578,-3.028,1.654,0.003
0.031,-0.648,-2.295,0.014,0.014,-0.024,193.448,719.009,-623.841,0.665,-3.063,1.698,0.004
0.032,-0.648,-2.295,0.017,0.013,-0.024,190.276,720.168,-623.841,0.604,-2.853,1.820,0.002
0.033,-0.648,-2.295,0.020,0.014,-0.023,187.775,719.009,-625.000,0.726,-2.450,2.188,0.003
0.034,-0.648,-2.295,0.021,0.014,-0.022,186.249,718.887,-625.671,0.814,-2.284,2.336,0.005
0.034,-0.647,-2.295,0.024,0.011,-0.021,183.687,721.694,-627.196,0.831,-1.995,2.485,0.003
0.034,-0.647,-2.295,0.025,0.012,-0.018,182.528,720.473,-629.758,0.971,-1.785,2.573,0.003
0.032,-0.647,-2.295,0.026,0.011,-0.016,182.223,721.877,-631.833,1.199,-1.304,2.993,0.002
0.031,-0.647,-2.295,0.025,0.008,-0.015,182.589,724.439,-632.809,1.348,-1.033,3.194,0.003
0.032,-0.647,-2.295,0.026,0.007,-0.017,181.613,725.415,-630.918,1.558,-0.744,3.579,0.004
0.031,-0.647,-2.295,0.026,0.007,-0.016,181.796,725.842,-632.382,1.706,-0.499,3.999,0.002
0.031,-0.647,-2.295,0.026,0.005,-0.016,181.735,727.306,-632.626,1.925,0.026,4.813,0.003
0.028,-0.647,-2.295,0.024,0.005,-0.013,184.114,727.367,-635.066,2.004,0.359,5.172,0.003
0.028,-0.647,-2.296,0.024,0.003,-0.012,184.236,728.892,-635.859,2.161,0.569,5.635,0.004
0.025,-0.647,-2.296,0.023,0.001,-0.010,186.005,731.393,-638.421,2.275,0.753,6.283,0.002
0.024,-0.647,-2.296,0.023,-0.005,-0.004,186.066,736.884,-644.766,2.389,1.068,6.782,0.004
0.023,-0.647,-2.296,0.022,-0.007,-0.002,187.653,738.836,-646.291,2.730,1.505,8.042,0.002
0.024,-0.646,-2.296,0.022,-0.010,0.001,187.897,742.008,-649.585,2.975,1.654,8.540,0.004
0.027,-0.646,-2.296,0.024,-0.013,0.003,186.127,744.388,-651.598,3.080,1.855,9.083,0.002
0.028,-0.646,-2.296,0.023,-0.014,0.007,187.286,745.852,-656.052,3.255,1.969,9.555,0.003
0.030,-0.646,-2.297,0.022,-0.017,0.010,188.629,747.682,-659.102,3.623,2.188,10.728,0.003
0.031,-0.646,-2.297,0.021,-0.020,0.011,189.971,751.037,-659.407,3.675,2.345,11.262,0.003
0.031,-0.645,-2.297,0.021,-0.021,0.009,190.459,751.342,-658.370,3.701,2.310,11.769,0.003
0.027,-0.645,-2.297,0.019,-0.017,0.010,193.875,747.804,-658.675,3.614,2.441,12.391,0.003
0.030,-0.645,-2.297,0.022,-0.016,0.012,190.947,745.974,-661.481,3.299,2.503,13.283,0.003
0.032,-0.644,-2.298,0.025,-0.014,0.014,188.751,744.510,-663.494,3.115,2.538,13.694,0.003
0.030,-0.644,-2.298,0.023,-0.011,0.015,191.374,740.849,-664.776,2.791,2.485,13.922,0.003
0.030,-0.644,-2.298,0.023,-0.010,0.016,191.313,739.202,-664.959,2.310,2.415,14.272,0.003
0.030,-0.643,-2.298,0.024,-0.005,0.017,191.008,734.383,-666.545,1.278,2.529,14.587,0.003
0.032,-0.643,-2.298,0.025,-0.004,0.018,190.398,733.468,-667.704,0.604,2.520,14.902,0.003
0.032,-0.643,-2.299,0.026,-0.003,0.018,190.093,731.759,-667.216,-0.044,2.450,15.033,0.003
0.031,-0.642,-2.299,0.024,0.001,0.018,192.899,727.550,-667.704,-0.735,2.529,15.235,0.004
0.026,-0.642,-2.299,0.019,0.006,0.017,199.000,722.792,-666.240,-2.389,2.511,15.471,0.002
0.025,-0.641,-2.299,0.018,0.009,0.015,200.891,719.497,-664.653,-3.264,2.275,15.410,0.004
0.026,-0.641,-2.299,0.017,0.010,0.016,202.416,718.399,-665.508,-4.288,2.065,15.436,0.003
0.023,-0.641,-2.299,0.013,0.011,0.016,207.174,716.996,-665.142,-5.285,1.855,15.401,0.002
0.023,-0.640,-2.299,0.007,0.016,0.014,213.763,712.238,-663.311,-6.187,1.645,15.436,0.003
0.022,-0.640,-2.298,0.006,0.017,0.013,215.837,711.506,-661.115,-8.225,1.050,15.287,0.004
0.023,-0.639,-2.298,0.006,0.019,0.013,216.081,709.492,-661.054,-9.144,0.665,15.261,0.002
0.024,-0.639,-2.298,0.007,0.019,0.012,215.593,709.187,-659.956,-10.238,0.464,15.042,0.003
0.025,-0.638,-2.298,0.006,0.021,0.012,216.691,707.418,-660.017,-11.122,0.123,14.989,0.003
0.028,-0.638,-2.297,0.012,0.024,0.009,212.177,704.856,-656.540,-12.837,-0.385,14.342,0.003
0.030,-0.637,-2.296,0.012,0.026,0.008,212.970,702.904,-654.832,-13.572,-0.753,13.878,0.004
0.030,-0.637,-2.296,0.011,0.027,0.007,213.763,702.599,-653.551,-14.386,-1.094,13.371,0.002
0.031,-0.636,-2.296,0.010,0.028,0.008,215.410,701.196,-653.490,-15.016,-1.409,12.863,0.003
0.029,-0.636,-2.295,0.007,0.027,0.005,218.765,702.355,-650.561,-16.153,-1.794,11.831,0.003
0.027,-0.636,-2.294,0.005,0.026,0.004,221.571,704.185,-649.158,-16.678,-1.925,11.288,0.003
0.027,-0.635,-2.294,0.002,0.027,0.002,224.988,703.880,-646.474,-16.888,-2.258,10.702,0.003
0.025,-0.635,-2.293,0.001,0.025,-0.000,225.720,705.588,-643.668,-17.133,-2.494,10.273,0.003
0.025,-0.634,-2.292,-0.001,0.025,-0.003,228.221,706.564,-640.495,-17.448,-2.940,9.284,0.003
0.026,-0.634,-2.291,-0.005,0.026,-0.004,232.613,706.015,-638.055,-17.492,-3.063,8.777,0.004
0.027,-0.633,-2.290,-0.004,0.026,-0.004,232.064,705.710,-637.262,-17.361,-3.413,8.182,0.003
0.030,-0.633,-2.290,-0.004,0.029,-0.006,232.552,703.453,-634.883,-17.247,-3.736,7.700,0.002
