5.32E-16;-6.58E-17;1.006747368;-0.127068908;-0.074607338;0.015706518;752.1499724;-7.89E-13;-896.2862174;0.998420828;0.055872805;0.000177308;-0.005835175;0
0.008359136;0.001309601;0.994864063;-0.152565162;-0.11821151;0.008305676;741.2406949;1.450617703;-907.4054036;0.998486575;0.05468547;-0.00023146;-0.005831349;0.004999876
0.013589189;0.003022171;1.001863194;-0.501360175;-0.509124221;0.071415638;739.8885717;-7.497420092;-907.4762361;0.998576117;0.05300903;-0.000414768;-0.005967337;0.00999999
0.016690518;-0.000375351;0.989399958;-0.420540964;-0.249380149;0.034829937;757.9215232;-1.721912931;-907.1828755;0.99866773;0.051232646;-0.000598552;-0.006133676;0.015000105
0.014447843;0.000503989;0.995935428;-0.341591043;-0.433804956;-0.022358364;767.226153;-2.564014652;-905.6070043;0.998739475;0.049799395;-0.001077584;-0.006190289;0.019999981
0.018967821;-0.003614806;0.994925908;-0.31452265;-0.172758075;-0.068614353;770.3293519;7.801864589;-890.3171892;0.998781723;0.0489307;-0.002011574;-0.006067115;0.025000095
0.018417924;0.002410366;1.002216404;-0.226793913;-0.003114108;-0.103023782;769.7779103;6.398853407;-881.9621847;0.998802526;0.048462624;-0.00327977;-0.005842176;0.029999971
0.019657748;0.002372522;1.004304328;-0.817055627;-0.272346151;0.00495916;765.2866643;-7.731989647;-882.1080435;0.99882432;0.047927091;-0.004505783;-0.005715808;0.035000086
0.012736339;0.002486337;0.994233895;-0.5140666;-0.370062385;0.006561941;759.4533209;-19.48940288;-885.0182814;0.998871465;0.046833122;-0.005261146;-0.005897086;0.039999962
0.006874484;0.003180356;1.003901458;-0.58430187;-0.619288379;0.097108185;747.2392588;-29.58201003;-914.6915648;0.998953371;0.044967125;-0.005318607;-0.006467881;0.045000076
0.007361509;0.002496889;0.998392901;-0.523456143;-0.672697941;-0.022888597;755.7807352;-39.58414285;-931.4338151;0.999057661;0.042514201;-0.004782572;-0.007311611;0.049999952
0.001715018;0.005074251;1.010092617;-0.573559195;-1.172698543;-0.386326686;762.9471979;-30.37284952;-929.402339;0.999161093;0.039928913;-0.004012735;-0.008166433;0.055000067
0.001709405;0.005122466;1.00559427;0.107940341;-0.422925184;0.151546467;783.705722;-37.07780848;-919.0150039;0.999246803;0.037649629;-0.003404715;-0.008760116;0.059999943
-0.0004063;0.006032889;1.003175671;0.614526247;0.306050437;0.40413906;783.6896352;-37.08420182;-917.9002733;0.999311894;0.035853156;-0.003186716;-0.008951737;0.065000057
