34.848013,-10.260440,985.392817,0.007536,0.104811,-0.003710,-0.002455,0.999962,0.000000,0.008339,0.000000
33.554779,-8.268687,987.161627,0.008511,0.099857,-0.001589,-0.004648,0.999847,0.000008,0.016835,0.002404
33.356923,-9.553232,986.632898,0.010161,0.096869,-0.002718,-0.006978,0.999657,0.000014,0.025238,0.002404
34.540332,-6.429541,985.302063,0.014414,0.095556,-0.003586,-0.008980,0.999393,0.000029,0.033673,0.002404
33.077937,-4.963464,985.384583,0.013998,0.095329,-0.002087,-0.010879,0.999055,0.000046,0.042083,0.002404
34.229172,-8.739433,987.271621,0.013562,0.094124,-0.001270,-0.012995,0.998646,0.000051,0.050381,0.002404
34.266207,-6.760410,986.412617,0.013830,0.089167,-0.002614,-0.014983,0.998166,0.000063,0.058653,0.002404
32.595488,-7.412143,987.776538,0.016054,0.087161,0.000408,-0.017016,0.997617,0.000069,0.066862,0.002404
31.242791,-6.543958,989.601415,0.014817,0.085740,-0.000119,-0.019010,0.997000,0.000076,0.075031,0.002404
29.931525,-4.026431,986.354917,0.015761,0.083799,0.000861,-0.020899,0.996316,0.000090,0.083173,0.002404
30.268114,-4.474986,987.480621,0.015496,0.081349,0.002331,-0.022790,0.995567,0.000101,0.091257,0.002404
26.616101,-4.913536,987.829195,0.014594,0.079581,0.002840,-0.024715,0.994752,0.000107,0.099285,0.002404
27.105866,-2.266683,985.699158,0.013389,0.076259,0.003466,-0.026533,0.993875,0.000121,0.107280,0.002404
27.687576,-2.640297,986.860777,0.012754,0.073017,0.002628,-0.028345,0.992936,0.000136,0.115216,0.002404
26.995389,-1.458431,986.113762,0.010065,0.068608,-0.000683,-0.030110,0.991937,0.000157,0.123105,0.002404
27.938788,-1.050987,987.114793,0.009331,0.068743,0.000409,-0.031845,0.990878,0.000179,0.130943,0.002404
25.944349,-0.966585,985.628884,0.005003,0.063624,-0.001396,-0.033572,0.989762,0.000202,0.138726,0.002404
26.350430,-1.142025,987.057531,0.006545,0.058709,-0.000885,-0.035291,0.988588,0.000223,0.146449,0.002404
26.990615,-1.758195,985.942846,0.005974,0.054035,0.000568,-0.037007,0.987360,0.000241,0.154110,0.002404
27.710687,-0.579696,987.688172,0.002123,0.054007,-0.000584,-0.038675,0.986078,0.000265,0.161724,0.002404
26.916129,-0.344324,987.645950,0.001694,0.049548,0.000490,-0.040331,0.984742,0.000287,0.169281,0.002377
28.052132,-3.159336,986.802827,-0.001198,0.047887,0.000867,-0.042020,0.983355,0.000298,0.176769,0.002404
27.706068,-1.130930,987.522802,-0.001677,0.044832,0.000132,-0.043659,0.981916,0.000318,0.184212,0.002404
26.004302,-3.035557,987.775228,-0.002049,0.044567,0.003225,-0.045328,0.980427,0.000325,0.191595,0.002404
27.245293,-2.826287,988.505824,-0.002034,0.038540,0.003765,-0.046976,0.978890,0.000333,0.198918,0.002404
25.258341,-3.490750,987.287923,-0.007846,0.037642,0.003540,-0.048623,0.977304,0.000336,0.206188,0.002404
26.894851,-2.984441,984.699323,-0.008090,0.035393,0.005746,-0.050243,0.975672,0.000339,0.213402,0.002404
27.939872,-2.811279,987.153610,-0.008431,0.031401,0.004472,-0.051843,0.973995,0.000346,0.220557,0.002404
24.103891,-4.271809,987.470655,-0.008875,0.026150,0.004971,-0.053466,0.972273,0.000343,0.227656,0.002404
26.268320,-5.080605,986.302840,-0.010402,0.025039,0.005001,-0.055079,0.970508,0.000338,0.234694,0.002404
26.558581,-4.781387,985.769942,-0.011012,0.022038,0.005047,-0.056672,0.968701,0.000335,0.241676,0.002404
29.174387,-5.792816,985.467506,-0.007834,0.021609,0.003967,-0.058260,0.966853,0.000332,0.248598,0.002404
28.112260,-5.128354,986.770575,-0.007416,0.018688,0.002537,-0.059831,0.964964,0.000333,0.255469,0.002404
27.627244,-5.037315,986.885751,-0.008452,0.017416,0.003706,-0.061389,0.963035,0.000331,0.262288,0.002404
28.109439,-5.914960,986.669571,-0.009455,0.016319,0.006094,-0.062944,0.961067,0.000324,0.269049,0.002404
28.125745,-6.893649,987.253317,-0.009627,0.012488,0.005405,-0.064497,0.959063,0.000315,0.275752,0.002404
27.260956,-6.018183,984.696827,-0.006658,0.011977,0.002294,-0.066032,0.957019,0.000312,0.282407,0.002404
28.052533,-7.835685,986.817186,-0.004494,0.009071,0.003187,-0.067576,0.954941,0.000303,0.288999,0.002404
28.709862,-6.765957,986.316252,-0.005090,0.009379,0.003753,-0.069094,0.952827,0.000297,0.295543,0.002404
27.477256,-7.841777,985.885847,-0.001547,0.006996,0.004781,-0.070619,0.950678,0.000287,0.302032,0.002404
26.693071,-9.303941,984.030130,-0.003025,0.003765,0.001113,-0.072146,0.948496,0.000276,0.308464,0.002302
27.493272,-7.966101,984.274360,-0.001523,0.002161,0.005629,-0.073649,0.946281,0.000265,0.314845,0.002404
27.960210,-9.281206,985.696849,0.001337,0.002240,0.004102,-0.075153,0.944035,0.000252,0.321171,0.002404
26.850906,-8.790995,983.126080,0.005548,0.001301,0.001707,-0.076648,0.941755,0.000245,0.327449,0.002404
28.078082,-6.664913,985.546985,0.006065,-0.002395,0.003812,-0.078110,0.939446,0.000244,0.333676,0.002404
27.037690,-8.029402,985.443300,0.006468,-0.001512,0.001817,-0.079575,0.937106,0.000240,0.339852,0.002404
27.502211,-8.103253,986.779241,0.008379,-0.003747,0.004593,-0.081030,0.934738,0.000235,0.345975,0.002404
27.611510,-9.682013,986.322453,0.010847,-0.008247,0.005439,-0.082491,0.932344,0.000224,0.352038,0.002404
26.917789,-6.681011,985.520529,0.010435,-0.009062,0.007099,-0.083916,0.929920,0.000221,0.358060,0.002404
27.567906,-5.021217,986.946275,0.011996,-0.009267,0.002835,-0.085315,0.927470,0.000231,0.364035,0.002404
27.008035,-5.888312,986.566499,0.013658,-0.011651,0.002174,-0.086712,0.924993,0.000238,0.369958,0.002404
27.756574,-5.878852,984.961210,0.013338,-0.013701,0.001635,-0.088096,0.922493,0.000247,0.375827,0.002404
27.768893,-3.453007,987.587098,0.010386,-0.014288,0.005362,-0.089448,0.919967,0.000258,0.381653,0.002404
30.419806,-4.436698,988.541524,0.014170,-0.015722,0.004065,-0.090794,0.917421,0.000272,0.387421,0.002404
29.640919,-3.478565,989.060322,0.012459,-0.019192,0.003004,-0.092121,0.914852,0.000289,0.393141,0.002404
31.841030,-3.178802,989.169916,0.013544,-0.019513,0.003536,-0.093431,0.912262,0.000308,0.398809,0.002404
32.593858,-2.466591,989.903048,0.012551,-0.021306,0.006272,-0.094724,0.909652,0.000328,0.404426,0.002404
31.843122,-3.221547,989.244828,0.013891,-0.020999,0.005042,-0.096015,0.907019,0.000346,0.409996,0.002404
31.487929,-0.460375,989.637974,0.011203,-0.022953,0.007236,-0.097274,0.904366,0.000369,0.415524,0.002404
31.499925,-2.493239,990.067441,0.009630,-0.021025,0.005643,-0.098534,0.901692,0.000387,0.421002,0.002404
30.451524,-5.229397,987.492147,-0.003777,-0.020198,0.001515,-0.099005,0.899736,0.000413,0.425056,0.242352
32.473294,-3.682832,987.771676,-0.005787,-0.018069,0.000672,-0.100228,0.897030,0.000424,0.430454,0.002404
33.908466,-4.944642,988.899447,-0.005351,-0.021606,-0.000115,-0.101445,0.894310,0.000434,0.435796,0.002404
31.130831,-4.956282,987.778057,-0.002972,-0.021684,0.003008,-0.102661,0.891568,0.000439,0.441097,0.002404
32.702723,-4.682076,989.430714,-0.001786,-0.021082,0.001701,-0.103862,0.888810,0.000448,0.446351,0.002404
32.625032,-5.731248,988.834213,-0.001358,-0.022329,0.000605,-0.105059,0.886036,0.000455,0.451556,0.002404
33.026240,-5.947700,985.718660,-0.003228,-0.021200,0.004783,-0.106247,0.883246,0.000456,0.456714,0.002404
33.172657,-5.110621,988.775609,0.001003,-0.020050,0.003083,-0.107422,0.880439,0.000464,0.461831,0.002404
33.057906,-5.700688,986.852336,-0.000489,-0.020504,0.004358,-0.108590,0.877617,0.000468,0.466901,0.002404
32.521797,-6.904199,987.323226,-0.001607,-0.021617,0.002635,-0.109753,0.874781,0.000469,0.471924,0.002404
33.844110,-6.460646,986.595456,-0.000905,-0.023481,0.000432,-0.110900,0.871934,0.000475,0.476899,0.002404
33.840943,-6.400169,988.666959,-0.001046,-0.022101,0.000851,-0.112037,0.869071,0.000481,0.481832,0.002404
34.824259,-6.009367,988.912169,-0.001386,-0.020155,0.005080,-0.113162,0.866196,0.000483,0.486722,0.002404
32.771226,-5.775084,987.513421,0.002373,-0.021831,0.002899,-0.114282,0.863306,0.000490,0.491570,0.002404
32.118502,-5.598009,988.179181,0.000557,-0.022782,0.003526,-0.115391,0.860404,0.000495,0.496377,0.002404
33.110843,-6.728214,986.562622,0.002371,-0.021054,0.002845,-0.116495,0.857490,0.000498,0.501138,0.002404
32.211511,-6.893649,987.139191,0.002710,-0.020250,0.004041,-0.117593,0.854564,0.000499,0.505858,0.002404
33.266865,-5.284328,985.593662,0.004375,-0.018964,0.003484,-0.118672,0.851627,0.000508,0.510538,0.002404
33.646327,-5.565814,988.254237,0.004914,-0.021096,0.000884,-0.119742,0.848681,0.000519,0.515172,0.002404
33.576542,-6.031557,987.940747,0.002659,-0.021698,0.002221,-0.120803,0.845726,0.000526,0.519764,0.002404
36.493144,-4.778118,989.667480,0.003434,-0.025542,0.002617,-0.121854,0.842994,0.000616,0.523938,0.050302
35.031870,-5.416477,987.605220,0.003855,-0.024645,0.001252,-0.122893,0.840026,0.000628,0.528445,0.002404
34.750258,-4.998482,988.447767,0.000402,-0.025340,0.003439,-0.123918,0.837048,0.000636,0.532911,0.002404
36.502774,-6.609438,987.827347,-0.000218,-0.026533,0.003149,-0.124938,0.834067,0.000641,0.537328,0.002404
35.369823,-6.737130,988.779743,0.000925,-0.026437,0.005784,-0.125953,0.831077,0.000643,0.541707,0.002404
36.201696,-4.105285,987.972963,0.000403,-0.025488,0.003479,-0.126945,0.828078,0.000655,0.546050,0.002404
33.467073,-3.505758,988.391445,-0.003103,-0.024483,0.003777,-0.127925,0.825069,0.000664,0.550360,0.002404
36.732886,-4.692627,989.510843,-0.001847,-0.024937,0.004976,-0.128898,0.822058,0.000672,0.554621,0.002404
36.930663,-6.634452,990.036749,-0.000690,-0.022876,0.002637,-0.129870,0.819041,0.000676,0.558843,0.002404
36.698677,-4.838051,988.286164,-0.002340,-0.021482,0.003727,-0.130825,0.816016,0.000684,0.563029,0.002404
35.780574,-7.401048,988.190708,-0.003382,-0.023277,0.004722,-0.131783,0.812987,0.000681,0.567172,0.002404
37.986962,-7.229521,988.525037,-0.000214,-0.022380,0.003280,-0.132730,0.809955,0.000684,0.571275,0.002404
36.777158,-5.741799,988.910936,-0.000479,-0.023089,0.004748,-0.133664,0.806917,0.000689,0.575342,0.002404
37.179989,-6.293577,988.038346,0.000733,-0.021763,0.004352,-0.134592,0.803874,0.000693,0.579371,0.002404
39.765875,-6.747680,988.849652,-0.002572,-0.021239,0.006360,-0.135508,0.800832,0.000694,0.583357,0.002404
37.352501,-7.470986,987.659767,0.001827,-0.018186,0.005243,-0.136425,0.797779,0.000694,0.587313,0.002404
37.503185,-9.150245,988.684575,0.001660,-0.018642,0.004739,-0.137339,0.794725,0.000690,0.591228,0.002404
37.243791,-5.506971,988.137647,0.004068,-0.018187,0.003438,-0.138233,0.791664,0.000700,0.595112,0.002404
37.485176,-5.405382,988.039830,0.004228,-0.016218,0.003687,-0.139117,0.788601,0.000709,0.598962,0.002404
37.728353,-6.586159,990.191066,0.002858,-0.014436,0.003871,-0.139997,0.785534,0.000714,0.602774,0.002404
37.718160,-3.741675,987.641278,0.002521,-0.012053,0.002753,-0.140856,0.782463,0.000728,0.606557,0.002302
35.523473,-6.138693,987.725870,0.005158,-0.013391,0.004154,-0.141722,0.779387,0.000733,0.610303,0.002404
37.551985,-5.474775,988.246770,0.002836,-0.013232,0.003067,-0.142572,0.776314,0.000742,0.614011,0.002404
36.951329,-7.598677,988.591722,0.006512,-0.011369,0.003405,-0.143426,0.773237,0.000745,0.617684,0.002404
38.773275,-6.154246,988.272068,0.005849,-0.012041,0.001548,-0.144262,0.770162,0.000755,0.621320,0.002404
37.241874,-5.364271,985.884138,0.005307,-0.012070,-0.001439,-0.145086,0.767084,0.000770,0.624925,0.002404
38.001496,-6.574420,984.675588,0.003169,-0.009320,0.004046,-0.145908,0.764006,0.000773,0.628494,0.002404
35.741861,-5.215479,984.619883,0.004482,-0.008960,0.001852,-0.146720,0.760923,0.000783,0.632035,0.002404
34.776892,-5.588004,987.216384,0.008706,-0.008666,-0.000089,-0.147529,0.757837,0.000795,0.635545,0.002404
35.220302,-3.591794,987.796574,0.003354,-0.009859,-0.000247,-0.148318,0.754754,0.000810,0.639021,0.002404
34.278856,-4.486081,986.865454,0.005085,-0.007928,0.001553,-0.149106,0.751668,0.000820,0.642466,0.002404
34.946802,-3.881552,986.744623,0.004734,-0.008224,-0.000099,-0.149882,0.748584,0.000835,0.645877,0.002404
34.659812,-3.453007,987.394617,0.004243,-0.008065,-0.001238,-0.150648,0.745500,0.000851,0.649257,0.002404
35.225261,-4.934637,987.974124,0.006541,-0.013061,-0.001043,-0.151413,0.742423,0.000865,0.652596,0.002404
