Acc_x (mg),Acc_y (mg),Acc_z (mg),Gyro_x(rad/s),Gyro_y(rad/s),Gyro_z(rad/s),dt(s),Roll(degree),Pitch(degree),Yaw(degree)
104.380185,836.185081,637.007808,-0.351876,0.012094,0.024014,0.00245,56.413383,-3.274408,119.337066
92.911176,838.513291,644.446589,-0.327287,-0.002577,0.003631,0.00245,56.340633,-3.283703,119.344124
78.330893,834.086734,648.358563,-0.303768,-0.024837,-0.013826,0.00245,56.270016,-3.288267,119.347299
66.190825,833.753152,650.849421,-0.278568,-0.050496,-0.028158,0.00245,56.202872,-3.289435,119.346371
53.562714,835.490152,647.18387,-0.251231,-0.078216,-0.039052,0.002425,56.14174,-3.28767,119.341329
43.435822,838.439118,638.35108,-0.22649,-0.106781,-0.04434,0.00245,56.086886,-3.284493,119.332301
34.834065,842.802515,629.098112,-0.204345,-0.128065,-0.043214,0.00245,56.038615,-3.280527,119.320688
24.707174,846.42015,617.414433,-0.186018,-0.143968,-0.036277,0.00245,55.996777,-3.275571,119.307552
20.68082,851.529966,606.582029,-0.169829,-0.155284,-0.024813,0.002425,55.961352,-3.271554,119.293928
20.131772,861.073778,597.416219,-0.154098,-0.160286,-0.012182,0.00245,55.932003,-3.269316,119.280336
20.070766,869.181132,587.161559,-0.139895,-0.158465,0.003461,0.00245,55.908716,-3.268739,119.267957
23.914104,874.082742,578.285471,-0.129052,-0.15416,0.019217,0.00245,55.890072,-3.270836,119.257142
30.319668,880.307858,568.842556,-0.118514,-0.150888,0.03269,0.002475,55.876176,-3.276334,119.247476
36.115178,879.674856,557.916405,-0.111794,-0.146962,0.045377,0.0024,55.866551,-3.284342,119.239361
44.472914,877.470514,547.812257,-0.10935,-0.137798,0.056467,0.002475,55.858887,-3.296022,119.232839
53.684724,871.745858,538.824917,-0.112863,-0.13342,0.064553,0.00245,55.852342,-3.311075,119.227437
62.04246,867.598377,527.387757,-0.116987,-0.130776,0.067997,0.00245,55.847605,-3.329032,119.222472
70.827233,867.650989,517.812973,-0.125692,-0.130033,0.068171,0.00245,55.84427,-3.349733,119.21745
76.683748,861.537687,507.543919,-0.140048,-0.132783,0.062507,0.002425,55.841054,-3.371824,119.211594
82.784285,854.779904,499.755462,-0.157764,-0.130092,0.059059,0.00245,55.83619,-3.395563,119.20566
89.982918,851.917905,493.256719,-0.176549,-0.123476,0.052924,0.002425,55.830354,-3.420285,119.199966
93.765251,852.502238,489.696778,-0.199457,-0.115664,0.045031,0.00245,55.822133,-3.444763,119.194437
93.094192,853.392387,488.840324,-0.222824,-0.112296,0.034683,0.00245,55.811111,-3.467421,119.188446
93.155198,853.836003,488.819052,-0.249551,-0.117516,0.022164,0.00245,55.796595,-3.488926,119.180842
93.765251,847.532946,486.839395,-0.275514,-0.124635,0.009043,0.00245,55.778187,-3.509754,119.171389
90.043924,841.782786,486.242639,-0.301019,-0.126077,-0.000864,0.002425,55.756086,-3.528293,119.161109
86.566618,841.017258,485.499138,-0.328204,-0.120388,-0.007059,0.002475,55.72942,-3.544627,119.150802
81.015129,844.701068,483.418103,-0.356,-0.112084,-0.0117,0.002425,55.701257,-3.557672,119.141176
77.110786,851.529819,482.8893,-0.384864,-0.10439,-0.015072,0.00245,55.669907,-3.568298,119.132001
75.402635,859.452596,483.306369,-0.411591,-0.093443,-0.016269,0.00245,55.636086,-3.577143,119.123916
69.729136,865.084066,488.950823,-0.437554,-0.078757,-0.012668,0.002425,55.598691,-3.583147,119.117895
65.946803,865.028439,494.263956,-0.462448,-0.064125,-0.010177,0.002475,55.55505,-3.587036,119.113779
59.053197,862.316295,502.087055,-0.485357,-0.046079,-0.00218,0.00245,55.506384,-3.588118,119.112565
59.114202,859.968607,511.56216,-0.504905,-0.027263,0.005214,0.00245,55.452085,-3.588509,119.114293
56.979014,857.156784,521.680335,-0.52201,-0.005764,0.011198,0.00245,55.392279,-3.587135,119.119172
53.806735,851.03069,532.838321,-0.536977,0.018151,0.020258,0.002425,55.327258,-3.583875,119.127679
51.488531,844.06584,548.373828,-0.548432,0.037073,0.029873,0.00245,55.254623,-3.579426,119.139555
51.061493,832.941278,564.813511,-0.557595,0.05087,0.038599,0.00245,55.174642,-3.574747,119.154093
52.15959,823.483406,581.894756,-0.562024,0.063427,0.048603,0.00245,55.088161,-3.570535,119.171241
52.525622,815.862967,594.080788,-0.561261,0.072937,0.05554,0.00245,54.997606,-3.566457,119.190297
53.806735,817.069385,605.768042,-0.556984,0.077402,0.061921,0.002425,54.906187,-3.563025,119.21032
60.151293,818.738432,614.681401,-0.551639,0.071026,0.06168,0.00245,54.813291,-3.561937,119.229878
64.360664,819.650704,620.409535,-0.543392,0.063583,0.059307,0.00245,54.720875,-3.562387,119.248435
69.363104,822.995851,623.512587,-0.535297,0.057389,0.056286,0.00245,54.630027,-3.564422,119.266012
71.803319,817.519975,625.4866,-0.524912,0.048308,0.050861,0.002425,54.540514,-3.567356,119.282014
76.317716,811.082036,625.417797,-0.514832,0.036813,0.045028,0.00245,54.45101,-3.572044,119.296427
83.089312,805.87517,622.504692,-0.505669,0.026173,0.036885,0.00245,54.363133,-3.578884,119.308945
87.847731,802.676672,619.310715,-0.497575,0.023027,0.026892,0.002475,54.276372,-3.586398,119.320352
93.216203,802.241055,615.824851,-0.490702,0.023939,0.018321,0.00245,54.192648,-3.594565,119.330972
96.754514,801.542167,610.522731,-0.485662,0.02415,0.00739,0.002425,54.112096,-3.602667,119.340518
100.292826,802.551007,604.618581,-0.48108,0.017389,-0.006588,0.00245,54.033702,-3.610858,119.348096
104.136164,802.535474,597.47159,-0.482149,0.003882,-0.025914,0.00245,53.957615,-3.619273,119.352393
105.051245,804.091279,589.502596,-0.484899,-0.015591,-0.047894,0.00245,53.884172,-3.627162,119.352475
104.929234,811.332674,579.734098,-0.48948,-0.034242,-0.069367,0.00245,53.814644,-3.634081,119.348377
100.10981,816.191739,569.970778,-0.497727,-0.047661,-0.087731,0.002425,53.748761,-3.638603,119.341048
92.240117,818.662638,561.840452,-0.512083,-0.058638,-0.103796,0.00245,53.683264,-3.639703,119.330868
83.577355,820.722864,550.919382,-0.526898,-0.064219,-0.118125,0.00245,53.619485,-3.637009,119.318618
73.450464,823.940936,542.275033,-0.543392,-0.062066,-0.127973,0.00245,53.556723,-3.629853,119.305572
63.628599,826.544553,534.113175,-0.56294,-0.051285,-0.130465,0.002425,53.495063,-3.618575,119.293446
52.95266,826.491748,533.536841,-0.582184,-0.029586,-0.126003,0.00245,53.430202,-3.602485,119.283992
43.86286,827.425196,534.633032,-0.60387,-0.005788,-0.12246,0.00245,53.362366,-3.581931,119.277499
37.27428,829.86918,537.838023,-0.624641,0.023364,-0.114995,0.00245,53.291329,-3.557712,119.274914
32.210835,832.050743,545.367729,-0.639913,0.061562,-0.101957,0.002425,53.217536,-3.530373,119.277754
27.513421,833.826153,556.499169,-0.653964,0.104704,-0.08525,0.002475,53.1372,-3.499465,119.28713
22.938019,832.247007,570.979426,-0.667862,0.142451,-0.067612,0.002425,53.052915,-3.466412,119.302175
21.47389,830.443463,584.279154,-0.676414,0.172286,-0.046339,0.002475,52.961786,-3.432443,119.322924
22.327965,829.757384,597.08905,-0.680691,0.190287,-0.028783,0.00245,52.867982,-3.399505,119.34711
29.343582,828.121762,610.741469,-0.682523,0.204011,-0.012387,0.002425,52.771566,-3.36972,119.374106
32.210835,826.090807,618.599018,-0.682981,0.217193,0.00498,0.002475,52.671052,-3.341329,119.404719
38.311371,823.015713,626.900936,-0.680996,0.226542,0.018624,0.002425,52.570706,-3.316019,119.436985
45.204978,819.571081,636.244077,-0.677942,0.232419,0.030356,0.00245,52.467288,-3.293498,119.471347
53.74573,812.879569,643.133824,-0.674429,0.239282,0.041221,0.00245,52.361902,-3.274312,119.507507
57.284041,807.327548,651.042767,-0.665876,0.247194,0.050292,0.002425,52.256253,-3.256754,119.545047
62.286481,797.440551,659.000187,-0.656255,0.247855,0.057506,0.00245,52.147651,-3.241387,119.583815
66.190825,789.868396,665.370076,-0.645106,0.231415,0.058043,0.002425,52.039292,-3.228902,119.620536
72.779405,786.188257,667.702615,-0.633041,0.200803,0.052118,0.00245,51.931177,-3.220314,119.653733
80.771108,781.193365,668.160258,-0.622656,0.168239,0.041813,0.00245,51.824263,-3.215947,119.682435
90.897999,780.142636,669.167031,-0.61395,0.140061,0.027517,0.002475,51.718031,-3.215452,119.706992
94.375305,783.706345,675.078427,-0.606009,0.120144,0.0081,0.002425,51.614908,-3.215631,119.727203
94.192289,780.288066,682.171956,-0.596234,0.108335,-0.009101,0.002475,51.509707,-3.214572,119.745061
87.359688,769.859843,685.490844,-0.582795,0.099751,-0.028684,0.00245,51.405109,-3.210273,119.760196
82.052221,762.134451,692.514063,-0.568439,0.093153,-0.046703,0.002425,51.300858,-3.20313,119.773027
72.04734,756.516352,695.89592,-0.55393,0.080663,-0.062339,0.00245,51.196535,-3.192186,119.78328
59.419229,753.164713,698.43083,-0.537283,0.063621,-0.072611,0.00245,51.093969,-3.17775,119.790769
52.15959,752.515055,698.529097,-0.522316,0.041051,-0.083395,0.00245,50.994089,-3.161935,119.794783
44.228892,753.62141,692.209192,-0.507043,0.016943,-0.092971,0.002425,50.899544,-3.144986,119.795171
36.664226,758.674846,685.624508,-0.49284,-0.006577,-0.10037,0.00245,50.80951,-3.126898,119.792133
31.600781,761.102446,675.541537,-0.48276,-0.023911,-0.10271,0.00245,50.724373,-3.108648,119.786793
28.489507,762.147147,666.011463,-0.476346,-0.034399,-0.105483,0.00245,50.643163,-3.090201,119.779885
26.293314,763.960389,661.486541,-0.470848,-0.034143,-0.103227,0.00245,50.564624,-3.071403,119.773086
20.863836,767.964507,652.963897,-0.467488,-0.035951,-0.1002,0.002425,50.490585,-3.051593,119.766242
19.277696,769.081875,647.398505,-0.469015,-0.030911,-0.09494,0.00245,50.417571,-3.031436,119.760222
20.68082,769.867169,646.454797,-0.469932,-0.022266,-0.08899,0.00245,50.345151,-3.011718,119.755615
20.802831,772.310399,648.594375,-0.46871,-0.009396,-0.080324,0.00245,50.273173,-2.991918,119.753147
22.877013,776.305108,646.523601,-0.469473,0.003437,-0.074177,0.00245,50.202713,-2.972392,119.752515
25.073206,782.893366,646.752983,-0.469473,0.011714,-0.068,0.002425,50.134567,-2.953659,119.753226
27.086384,790.014659,644.976916,-0.467183,0.012968,-0.063314,0.002475,50.067526,-2.935816,119.754391
29.282577,792.20996,642.296111,-0.466113,0.0141,-0.056773,0.00245,50.002778,-2.91946,119.756169
30.990727,793.875047,635.731289,-0.465197,0.016153,-0.048135,0.00245,49.940413,-2.904498,119.758823
35.200098,800.083411,632.237234,-0.467946,0.021007,-0.035388,0.002425,49.880725,-2.891918,119.762975
37.457296,802.844786,629.814522,-0.475124,0.037921,-0.021225,0.00245,49.820636,-2.880021,119.770195
39.714495,805.415652,634.615797,-0.477873,0.064244,-0.00705,0.00245,49.75961,-2.867967,119.781539
40.934602,806.415933,641.304487,-0.478331,0.091074,0.006302,0.00245,49.697217,-2.855288,119.797021
43.435822,806.72627,650.400451,-0.481539,0.114283,0.017706,0.002425,49.633152,-2.842581,119.815909
45.326989,800.829654,660.045738,-0.482455,0.130336,0.026178,0.00245,49.56499,-2.829828,119.837629
46.669107,792.237646,671.565263,-0.476346,0.143301,0.033768,0.00245,49.49353,-2.817154,119.861616
47.279161,782.531844,683.826126,-0.470237,0.151674,0.038869,0.00245,49.418437,-2.804481,119.887165
48.07223,774.764003,695.03767,-0.46031,0.151947,0.042384,0.00245,49.340961,-2.792419,119.913233
48.194241,771.374339,703.077824,-0.449008,0.142888,0.043554,0.002425,49.263706,-2.781442,119.938275
48.621279,765.492311,708.653571,-0.438929,0.129325,0.043196,0.00245,49.185183,-2.771729,119.962178
52.281601,761.227743,709.470493,-0.427627,0.114913,0.04311,0.00245,49.107678,-2.764511,119.984558
52.15959,751.444,710.308784,-0.415256,0.096406,0.039083,0.00245,49.03019,-2.758639,120.004679
52.464617,742.216728,707.70592,-0.406704,0.080322,0.036095,0.002475,48.952401,-2.754107,120.023032
55.270864,734.056376,707.233129,-0.397693,0.071391,0.033373,0.0024,48.87658,-2.751251,120.039729
54.538799,729.736839,709.353037,-0.387919,0.067621,0.03139,0.002475,48.7993,-2.748177,120.056377
55.087848,731.542082,708.335252,-0.380435,0.059975,0.027871,0.00245,48.724786,-2.745643,120.071672
54.599805,734.158973,704.124146,-0.372952,0.044825,0.022906,0.00245,48.653361,-2.74384,120.084809
55.575891,736.767767,698.344617,-0.367759,0.023484,0.017587,0.002425,48.585656,-2.743805,120.094988
52.403612,739.232735,686.766548,-0.364552,-0.00121,0.008501,0.00245,48.521576,-2.744161,120.101645
47.706198,740.11535,675.255968,-0.363788,-0.027125,0.001952,0.00245,48.461011,-2.744836,120.104809
42.27672,742.963034,661.51187,-0.367301,-0.052542,-0.003382,0.00245,48.40434,-2.74566,120.1046
36.48121,745.563541,644.012802,-0.375854,-0.07466,-0.00606,0.00245,48.351737,-2.746501,120.101574
31.722792,744.539631,628.608699,-0.39021,-0.087297,-0.006357,0.00245,48.301111,-2.747051,120.09701
27.2694,738.754732,613.466456,-0.406857,-0.08871,-0.001669,0.002425,48.251678,-2.74683,120.09264
17.752562,733.970113,605.012904,-0.428849,-0.081762,0.004824,0.00245,48.199932,-2.743585,120.089502
13.726208,741.685246,598.300584,-0.450994,-0.071078,0.013448,0.00245,48.148694,-2.738903,120.08812
11.652025,756.533534,596.707683,-0.476651,-0.063682,0.022712,0.002425,48.098332,-2.733723,120.088195
5.124451,767.6181,597.803682,-0.500629,-0.063274,0.030337,0.002475,48.045368,-2.727275,120.088957
7.076623,770.370161,606.908399,-0.523538,-0.075647,0.045632,0.00245,47.988457,-2.724153,120.089924
19.399707,752.836547,599.913523,-0.542628,-0.083206,0.053114,0.00245,47.927409,-2.726679,120.090887
22.510981,759.375575,594.742518,-0.57638,-0.067024,0.057694,0.00245,47.864593,-2.729178,120.093833
24.707174,770.972096,603.540569,-0.601274,-0.047331,0.069372,0.002425,47.799483,-2.731533,120.099849
28.97755,779.342353,614.338987,-0.621281,-0.030979,0.08058,0.00245,47.729821,-2.734858,120.108742
27.696437,784.47317,628.26258,-0.63579,-0.017672,0.088721,0.00245,47.655944,-2.737209,120.119898
28.916545,776.35998,640.145055,-0.648619,-0.009751,0.098423,0.00245,47.576027,-2.740155,120.133004
30.990727,761.744938,645.55232,-0.6616,-0.005066,0.107208,0.00245,47.490348,-2.744258,120.147627
32.759883,751.993673,657.739859,-0.676262,0.009862,0.119808,0.002425,47.398975,-2.748662,120.16504
36.847243,750.21432,670.669295,-0.684814,0.026757,0.132712,0.00245,47.302277,-2.754059,120.185769
41.971694,753.533305,686.173077,-0.691839,0.040912,0.140581,0.00245,47.202087,-2.760317,120.20884
47.523182,758.183138,701.613041,-0.694894,0.053299,0.146624,0.002425,47.100414,-2.767405,120.23362
62.83553,630.922424,818.077603,-0.419075,-0.13374,-0.066507,0.28865,39.699763,-3.331932,118.550179
57.223036,633.447635,812.654435,-0.410675,-0.135142,-0.058522,0.00245,39.628706,-3.337617,118.537517
51.976574,634.549565,805.017613,-0.405177,-0.137906,-0.047405,0.00245,39.560499,-3.343024,118.525697
50.268424,642.522037,796.673806,-0.403802,-0.141937,-0.034232,0.002425,39.497005,-3.349409,118.514837
50.695461,641.595081,789.939653,-0.408537,-0.141067,-0.015204,0.00245,39.433571,-3.357686,118.505931
52.220595,642.172826,786.942114,-0.411286,-0.137511,0.005082,0.002475,39.370073,-3.367979,118.499429
52.281601,639.665873,788.547247,-0.415104,-0.130612,0.028505,0.00245,39.305907,-3.379446,118.496203
55.026842,640.245974,793.821505,-0.418311,-0.125035,0.050206,0.002425,39.241224,-3.392803,118.495889
57.223036,640.246824,799.962477,-0.416478,-0.114744,0.072542,0.00245,39.175111,-3.407703,118.498987
63.506589,636.406202,807.520894,-0.412202,-0.106999,0.093026,0.00245,39.107381,-3.425377,118.505147
68.142997,630.27408,810.155579,-0.406246,-0.106141,0.10609,0.002425,39.039387,-3.445296,118.512855
76.378721,632.687189,809.217706,-0.401359,-0.105331,0.113339,0.00245,38.972546,-3.468371,118.521456
80.649097,632.38429,805.70031,-0.399068,-0.102181,0.11596,0.00245,38.906965,-3.492593,118.530588
82.296242,634.429928,798.84878,-0.39754,-0.098317,0.1142,0.00245,38.843785,-3.516709,118.539755
82.601269,634.092579,796.012574,-0.39922,-0.097071,0.108217,0.00245,38.781225,-3.540178,118.548347
82.296242,633.268973,787.23485,-0.403038,-0.097576,0.099001,0.002425,38.720698,-3.562681,118.555711
82.479258,631.536204,782.066202,-0.409758,-0.095351,0.091522,0.00245,38.659582,-3.584513,118.562483
75.707662,626.019947,781.273663,-0.417089,-0.083297,0.084937,0.00245,38.596547,-3.602276,118.569662
72.962421,617.451279,786.281925,-0.423045,-0.068357,0.078088,0.00245,38.529846,-3.616864,118.577588
70.766227,612.92796,791.675067,-0.427016,-0.056632,0.07425,0.002425,38.461378,-3.628913,118.586162
67.166911,615.851517,796.30842,-0.429918,-0.057695,0.067412,0.0025,38.390781,-3.639432,118.594129
64.909712,620.389616,796.996856,-0.432209,-0.072612,0.058109,0.002425,38.323405,-3.649633,118.599483
64.116642,622.032773,793.998564,-0.43847,-0.091167,0.048267,0.00245,38.256034,-3.660831,118.602111
67.105905,617.545972,791.755637,-0.443816,-0.10793,0.036805,0.00245,38.18778,-3.673854,118.602047
70.644217,621.048684,790.446718,-0.452826,-0.120716,0.023767,0.002425,38.120641,-3.688057,118.599374
75.463641,625.314663,786.685063,-0.46031,-0.132356,0.010526,0.00245,38.054113,-3.703987,118.59407
79.734017,627.692569,785.362968,-0.470695,-0.141397,0.000249,0.00245,37.987487,-3.72129,118.586778
82.357247,626.375651,785.367392,-0.483982,-0.14235,-0.01174,0.00245,37.919141,-3.738432,118.578085
83.455344,624.299891,789.141471,-0.496047,-0.134528,-0.019004,0.00245,37.848237,-3.754309,118.56933
83.333333,617.279126,794.763435,-0.503989,-0.125971,-0.024056,0.002425,37.774505,-3.768598,118.561012
84.309419,609.723162,804.270168,-0.512542,-0.1226,-0.031736,0.00245,37.695525,-3.782113,118.552274
89.311859,602.514053,815.236797,-0.517581,-0.116719,-0.037416,0.00245,37.612384,-3.795888,118.54365
93.948267,596.151138,827.404473,-0.520025,-0.109351,-0.042747,0.00245,37.52549,-3.809617,118.535301
96.571498,584.882749,838.045616,-0.517734,-0.101694,-0.048637,0.002425,37.43537,-3.822658,118.527341
98.218643,582.936885,847.677629,-0.511931,-0.091143,-0.054163,0.002475,37.342786,-3.834387,118.519607
100.414837,581.60764,854.947831,-0.507043,-0.081772,-0.059338,0.002425,37.25131,-3.845074,118.51235
96.937531,577.302883,863.149317,-0.498491,-0.066749,-0.06052,0.002475,37.157422,-3.852762,118.506216
90.531967,572.539826,870.366057,-0.487342,-0.055688,-0.061534,0.002425,37.064589,-3.857084,118.501181
87.420693,568.656659,877.037242,-0.477415,-0.063403,-0.064755,0.00245,36.970868,-3.860927,118.495171
87.237677,568.681603,877.732363,-0.467793,-0.085323,-0.071622,0.00245,36.879082,-3.866558,118.486507
92.545144,569.663335,873.012412,-0.458019,-0.110359,-0.083926,0.00245,36.790459,-3.875643,118.474245
96.81552,571.112874,867.900897,-0.447939,-0.127703,-0.099602,0.00245,36.705201,-3.886724,118.458646
98.035627,581.179558,862.116094,-0.442289,-0.142618,-0.118944,0.00245,36.625013,-3.89816,118.439344
93.277208,581.599545,853.379408,-0.435111,-0.155719,-0.133312,0.002425,36.548732,-3.908529,118.417422
86.13958,586.588506,849.474023,-0.431445,-0.163084,-0.148059,0.00245,36.474853,-3.916308,118.392824
76.500732,592.811458,841.910427,-0.427322,-0.171646,-0.161048,0.00245,36.405041,-3.921037,118.365817
63.872621,596.987264,839.067537,-0.424878,-0.173757,-0.166092,0.00245,36.337583,-3.921671,118.337932
49.780381,599.167224,839.390859,-0.423962,-0.166699,-0.164751,0.002425,36.271703,-3.917228,118.311012
34.895071,599.830155,843.243343,-0.421824,-0.155624,-0.1598,0.00245,36.205226,-3.907365,118.285307
23.365056,599.880139,849.709144,-0.418769,-0.142051,-0.146106,0.00245,36.138213,-3.893576,118.262338
14.824305,599.320092,857.974352,-0.415104,-0.127248,-0.124281,0.00245,36.070225,-3.877357,118.243161
6.527574,597.349285,866.911244,-0.404413,-0.112006,-0.100313,0.002425,36.00239,-3.858933,118.228246
5.917521,591.344895,877.283184,-0.389141,-0.099523,-0.069933,0.00245,35.932856,-3.841534,118.217858
8.906784,584.71353,885.252274,-0.37341,-0.092077,-0.03948,0.002475,35.862042,-3.826841,118.211659
20.070766,583.304373,893.130342,-0.355083,-0.086236,-0.014893,0.00245,35.792877,-3.816893,118.208905
32.637872,586.866574,896.910913,-0.336298,-0.078375,0.008442,0.002425,35.72731,-3.811683,118.209427
46.36408,586.33354,898.916363,-0.313237,-0.067449,0.026064,0.002475,35.663662,-3.81092,118.212893
57.04002,584.55098,897.433031,-0.289565,-0.05345,0.035936,0.002425,35.604286,-3.812466,118.218559
63.140556,581.480775,892.890604,-0.26742,-0.031207,0.042094,0.00245,35.547679,-3.813953,118.226786
67.532943,575.296408,885.86325,-0.249551,-0.008276,0.044649,0.00245,35.493335,-3.814522,118.23719
69.180088,580.505342,881.821476,-0.23214,0.009423,0.044094,0.00245,35.443633,-3.813525,118.248825
68.509029,589.503599,871.775776,-0.219464,0.012481,0.040419,0.002425,35.400332,-3.811748,118.259896
70.705222,592.889495,858.408558,-0.212592,0.007064,0.034756,0.00245,35.361106,-3.810968,118.269758
74.54856,592.496985,846.724222,-0.208926,-0.000539,0.029051,0.00245,35.324657,-3.811983,118.2782
80.22206,590.288971,836.368569,-0.207552,-0.01097,0.020016,0.00245,35.290022,-3.815434,118.284658
86.01757,595.247714,824.310174,-0.210454,-0.021262,0.007719,0.00245,35.258793,-3.821031,118.288622
94.802343,595.714671,817.777638,-0.218395,-0.033716,-0.005398,0.002425,35.228483,-3.829854,118.289951
101.329917,595.235852,817.414688,-0.230155,-0.054391,-0.020914,0.00245,35.196514,-3.841808,118.287827
112.371889,600.249853,819.279982,-0.240846,-0.079659,-0.03892,0.00245,35.164431,-3.858442,118.281509
115.483163,586.416432,823.492034,-0.252453,-0.106418,-0.062609,0.002475,35.12652,-3.877312,118.270467
117.862372,568.597056,827.333137,-0.257798,-0.120439,-0.079074,0.0024,35.08416,-3.897241,118.257136
113.958028,557.236234,835.696806,-0.26238,-0.10258,-0.089004,0.002475,35.035671,-3.913088,118.243978
107.430454,558.822451,846.031939,-0.260547,-0.076866,-0.096306,0.00245,34.986642,-3.922942,118.232273
99.499756,563.478023,854.768528,-0.25734,-0.059881,-0.105186,0.00245,34.938014,-3.927315,118.220914
92.423133,567.48017,858.276322,-0.25566,-0.055935,-0.113986,0.00245,34.890376,-3.928174,118.208805
87.176672,568.688656,863.008696,-0.252605,-0.062211,-0.122674,0.002425,34.84343,-3.927381,118.195344
77.537823,567.186969,863.533732,-0.251078,-0.073539,-0.127213,0.00245,34.796177,-3.924515,118.180315
67.410932,563.620439,863.511802,-0.246344,-0.083965,-0.130914,0.00245,34.749005,-3.91949,118.164062
55.270864,560.487266,863.779498,-0.241151,-0.095055,-0.131789,0.00245,34.702018,-3.911971,118.146857
41.971694,560.507785,863.157702,-0.238249,-0.105074,-0.127864,0.00245,34.655825,-3.90184,118.129276
29.465593,560.573014,861.543816,-0.235958,-0.125277,-0.118642,0.002425,34.610904,-3.890931,118.111298
19.277696,567.799163,859.855004,-0.234431,-0.148119,-0.107528,0.00245,34.568286,-3.880424,118.092427
10.370913,576.836488,860.596148,-0.233362,-0.18877,-0.100748,0.00245,34.528432,-3.872408,118.070936
7.686676,594.090543,857.562364,-0.234126,-0.242777,-0.097885,0.002425,34.494266,-3.869869,118.045392
8.845778,600.265964,856.880324,-0.231988,-0.286922,-0.086906,0.00245,34.462058,-3.873829,118.017226
7.808687,602.321205,853.728042,-0.231071,-0.317353,-0.072866,0.00245,34.43129,-3.88208,117.988195
6.832601,603.401959,850.723162,-0.232751,-0.341529,-0.054065,0.00245,34.401254,-3.894272,117.959371
9.577843,601.95157,849.693706,-0.233057,-0.358,-0.035339,0.002475,34.370749,-3.910992,117.931146
16.166423,600.797492,852.744049,-0.233057,-0.368795,-0.016066,0.002425,34.340215,-3.931669,117.904914
26.781357,604.551052,855.441606,-0.23153,-0.378883,0.000863,0.00245,34.310096,-3.958358,117.879556
40.080527,605.637737,855.884469,-0.229239,-0.385588,0.016075,0.00245,34.280582,-3.990938,117.855426
57.345046,602.419473,854.3777,-0.224657,-0.389357,0.029466,0.00245,34.251254,-4.030158,117.8326
69.912152,598.903391,846.660307,-0.218548,-0.392795,0.040111,0.00245,34.223371,-4.074417,117.810712
81.015129,593.095905,839.094741,-0.217632,-0.384202,0.047617,0.00245,34.195557,-4.121685,117.790392
84.919473,589.227887,832.610682,-0.216257,-0.359573,0.052295,0.002425,34.168449,-4.167194,117.772732
91.081015,590.865112,826.164647,-0.216868,-0.338031,0.056093,0.00885,34.054307,-4.31776,117.717234
97.7306,594.208463,811.910198,-0.221908,-0.332706,0.05546,-0.00395,34.121903,-4.260923,117.740266
109.016593,594.408381,798.234342,-0.234279,-0.333112,0.050502,0.002425,34.100346,-4.310887,117.723891
116.337238,587.87857,786.802361,-0.250925,-0.320942,0.046768,0.00245,34.076694,-4.362104,117.707837
124.633968,584.635362,784.600471,-0.271238,-0.291525,0.044412,0.00245,34.049763,-4.412277,117.693852
132.747682,583.257737,792.611257,-0.292925,-0.252409,0.044174,0.002475,34.017352,-4.460297,117.682961
140.190337,580.76058,808.066755,-0.31003,-0.209413,0.040768,0.0024,33.980343,-4.503891,117.675569
147.327965,573.267023,821.84907,-0.319498,-0.167519,0.035378,0.0025,33.935547,-4.544777,117.670967
150.744265,566.481011,833.416222,-0.326524,-0.13008,0.026904,0.0024,33.888034,-4.580572,117.668743
152.025378,561.277255,839.840327,-0.327898,-0.095334,0.016543,0.002475,33.836441,-4.611995,117.668172
148.304051,555.52126,840.871386,-0.327593,-0.063293,0.003665,0.00245,33.783916,-4.637384,117.668734
141.410444,547.487791,841.994878,-0.328815,-0.038415,-0.010108,0.002425,33.729675,-4.656676,117.669792
132.747682,538.558994,841.592493,-0.331869,-0.020769,-0.02448,0.00245,33.672493,-4.670202,117.670719
122.681796,531.086421,840.591748,-0.338436,-0.008019,-0.036706,0.00245,33.612893,-4.678237,117.67133
115.605173,527.486291,847.39198,-0.343323,0.001111,-0.048212,0.00245,33.55085,-4.681887,117.671445
109.931674,527.743727,850.836052,-0.3476,0.002574,-0.057124,0.002425,33.488656,-4.682835,117.67065
104.136164,530.679708,853.279186,-0.351723,-0.00839,-0.067225,0.00245,33.426239,-4.68224,117.667732
102.61103,534.119355,851.704832,-0.355847,-0.026815,-0.078292,0.00245,33.365011,-4.682447,117.66195
101.451928,532.670474,852.806202,-0.360429,-0.038251,-0.08772,0.00245,33.30307,-4.6829,117.654186
98.340654,531.003126,856.174785,-0.364399,-0.042112,-0.093331,0.00245,33.23998,-4.682337,117.645511
91.874085,534.250759,859.693592,-0.367454,-0.044239,-0.096968,0.002425,33.177709,-4.679637,117.636287
86.505612,533.655413,862.499019,-0.370508,-0.057012,-0.104042,0.00245,33.114315,-4.676114,117.625159
83.333333,532.193354,864.725195,-0.369287,-0.072064,-0.107416,0.00245,33.050806,-4.673103,117.612505
77.354807,536.745384,865.354237,-0.370356,-0.085821,-0.108289,0.00245,32.988712,-4.669717,117.598568
77.415813,537.379604,863.184537,-0.369287,-0.101696,-0.11217,0.00245,32.927782,-4.667984,117.582883
79.001952,540.228987,861.722382,-0.368523,-0.113108,-0.112336,0.00245,32.868379,-4.668091,117.566195
