Acc_x (mg),Acc_y (mg),Acc_z (mg),Gyro_x(rad/s),Gyro_y(rad/s),Gyro_z(rad/s),dt(s),Roll(degree),Pitch(degree),Yaw(degree)
144.399707,1010.505091,174.037585,0.178229,0.06348,0.049714,0.00245,79.403464,-11.633303,109.330468
137.018058,1014.006953,166.587696,0.193959,0.029786,0.038203,0.002425,79.430667,-11.616321,109.340063
130.673499,1016.358408,162.439654,0.205261,-0.016352,0.026911,0.00245,79.462285,-11.59712,109.342723
125.732064,1012.956689,153.433205,0.212897,-0.067882,0.019217,0.00245,79.498942,-11.576962,109.337425
119.753538,1007.603079,145.535468,0.222366,-0.119174,0.015187,0.00245,79.540424,-11.556064,109.32439
115.361152,1007.965083,133.840118,0.227253,-0.177755,0.01682,0.00245,79.587717,-11.535687,109.302445
117.191313,1011.697081,120.867383,0.22313,-0.236755,0.020237,0.002425,79.639736,-11.517795,109.271751
121.888726,1009.410565,108.174863,0.21137,-0.276363,0.029928,0.00245,79.695134,-11.504044,109.234719
129.636408,1006.568236,94.913352,0.200068,-0.29205,0.043975,0.00245,79.753114,-11.495293,109.19507
135.614934,1001.908239,84.859846,0.181741,-0.287488,0.064654,0.00245,79.811037,-11.491428,109.156031
142.325525,999.469337,78.961626,0.160971,-0.276613,0.083832,0.00245,79.867135,-11.49218,109.118696
150.561249,998.830595,74.73885,0.138979,-0.26579,0.104568,0.002425,79.920539,-11.497905,109.083483
159.346022,1001.077194,70.503553,0.112405,-0.258715,0.117208,0.002475,79.971426,-11.508282,109.048763
169.838946,1003.019579,70.771153,0.082013,-0.243383,0.132098,0.00245,80.017022,-11.523175,109.016902
179.904832,1000.747941,69.23577,0.051926,-0.222633,0.142613,0.002425,80.057848,-11.541901,108.988392
188.75061,998.12079,73.757774,0.020618,-0.199034,0.150344,0.00245,80.091891,-11.564112,108.963503
196.437286,1000.640359,80.11354,-0.007178,-0.179818,0.154694,0.00245,80.119301,-11.588483,108.941841
201.561737,1003.250854,86.615955,-0.035432,-0.165834,0.155935,0.00245,80.140198,-11.613895,108.922591
207.479258,1003.100727,96.606493,-0.060937,-0.158664,0.154793,0.00245,80.154027,-11.640545,108.904967
215.165935,1003.181586,107.215157,-0.082318,-0.162868,0.145963,0.002425,80.161715,-11.667894,108.887351
221.998536,1004.549994,115.807358,-0.10263,-0.177384,0.133617,0.00245,80.164187,-11.695885,108.867779
230.295266,1000.776108,123.882715,-0.119277,-0.193847,0.114853,0.00245,80.16218,-11.724202,108.845963
236.212787,993.13797,130.801077,-0.134855,-0.208255,0.094689,0.00245,80.156022,-11.752174,108.822116
240.727184,986.795478,137.271398,-0.146768,-0.219448,0.071514,0.002425,80.146557,-11.778652,108.796819
247.803807,976.60709,143.842248,-0.158375,-0.22258,0.044739,0.00245,80.132978,-11.804377,108.770694
251.525134,967.16738,152.0299,-0.168913,-0.212673,0.017885,0.00245,80.114779,-11.827791,108.745919
255.124451,965.63134,158.311684,-0.177771,-0.191944,-0.013646,0.00245,80.09292,-11.84739,108.723703
255.551489,965.184246,168.232569,-0.183574,-0.154154,-0.046353,0.002425,80.06653,-11.861527,108.706821
249.267936,964.424842,181.087928,-0.186781,-0.10544,-0.076811,0.002475,80.033883,-11.868101,108.696599
240.422157,961.964299,193.982915,-0.187545,-0.057023,-0.107339,0.00245,79.996092,-11.866633,108.693403
227.183992,958.007247,209.785268,-0.185407,-0.017884,-0.136435,0.00245,79.952507,-11.85621,108.69605
213.030747,957.051308,221.341311,-0.178076,0.012099,-0.165953,0.00245,79.905691,-11.836571,108.702901
200.280625,961.34478,236.697691,-0.167996,0.035647,-0.194784,0.00245,79.855433,-11.808068,108.713212
184.968277,962.271832,248.507403,-0.15028,0.053004,-0.221302,0.002425,79.804146,-11.771,108.725888
170.021962,965.406609,255.446091,-0.119277,0.079384,-0.238802,0.00245,79.754559,-11.725853,108.742224
151.964373,970.626748,262.309948,-0.079875,0.117604,-0.244583,0.00245,79.707921,-11.673243,108.764062
134.028795,979.04529,267.292224,-0.041694,0.152331,-0.243497,0.00245,79.664995,-11.6142,108.790904
114.812103,978.474887,270.792772,-0.003665,0.170376,-0.238167,0.002425,79.626009,-11.550124,108.820321
96.998536,980.746526,272.328155,0.037417,0.169115,-0.228109,0.00245,79.59255,-11.481788,108.850033
78.879941,986.360201,267.62938,0.082624,0.146101,-0.210918,0.00245,79.568051,-11.410956,108.876487
68.63104,995.441289,256.161906,0.118819,0.102118,-0.193939,0.002425,79.554069,-11.340864,108.896123
61.432406,1000.718176,239.541221,0.148295,0.066638,-0.170416,0.00245,79.550782,-11.27269,108.9104
55.514885,991.239768,217.705207,0.172273,0.054972,-0.13472,0.00245,79.557153,-11.208454,108.922743
48.621279,982.774064,200.367664,0.18724,0.066425,-0.088581,0.00245,79.569982,-11.148613,108.936935
43.923865,978.01495,183.523528,0.19793,0.08955,-0.034685,0.00245,79.588472,-11.094528,108.954796
37.945339,977.431835,173.987619,0.194876,0.11537,0.021099,0.002475,79.608722,-11.045876,108.977392
33.918985,978.821884,163.786614,0.18892,0.120778,0.076958,0.002425,79.630664,-11.003645,109.00107
34.529039,980.923998,157.762923,0.176091,0.105266,0.12838,0.00245,79.653119,-10.969389,109.023766
37.640312,989.746335,150.871669,0.159138,0.071879,0.178434,0.00245,79.676424,-10.943963,109.042556
49.841386,991.618971,146.360678,0.140506,0.031546,0.227329,0.00245,79.699379,-10.930301,109.056647
60.273304,987.662287,142.926208,0.120346,-0.011115,0.271442,0.00245,79.721227,-10.927263,109.065702
77.964861,984.157219,135.96333,0.09866,-0.052022,0.311418,0.002425,79.742817,-10.936079,109.069565
93.948267,980.716818,136.472271,0.073307,-0.090185,0.349057,0.00245,79.761315,-10.956651,109.06915
114.934114,973.316912,139.436209,0.046428,-0.126994,0.382935,0.00245,79.775433,-10.989652,109.064667
135.919961,964.828156,143.836605,0.020618,-0.163538,0.409659,0.00245,79.784837,-11.03412,109.056071
158.796974,953.322097,149.346466,-0.004887,-0.198703,0.431844,0.00245,79.789045,-11.090158,109.043543
184.602245,945.19121,155.961272,-0.031919,-0.23127,0.444285,0.002425,79.787701,-11.156442,109.027404
208.699366,936.466387,162.436771,-0.056202,-0.256653,0.448841,0.00245,79.780949,-11.232572,109.008153
232.979502,931.382269,175.029708,-0.077584,-0.272196,0.444882,0.00245,79.767253,-11.316111,108.98748
254.453392,925.23123,185.492573,-0.09698,-0.286004,0.432859,0.00245,79.747578,-11.405053,108.965308
276.598341,926.117244,198.545879,-0.113016,-0.291239,0.411708,0.002425,79.72205,-11.496746,108.942942
296.974134,921.706974,210.670256,-0.124928,-0.28418,0.390304,0.002475,79.69043,-11.592638,108.921373
311.127379,914.030058,222.028449,-0.134244,-0.264508,0.359937,0.002425,79.653503,-11.687024,108.903129
321.681308,905.889761,235.095124,-0.138673,-0.237886,0.326023,0.002475,79.61041,-11.780488,108.888339
332.174231,902.678375,248.252629,-0.139895,-0.209254,0.290227,0.00245,79.562554,-11.870536,108.877784
335.2245,899.463317,261.158629,-0.135466,-0.187217,0.251786,0.002425,79.510991,-11.954823,108.870406
340.043924,902.009433,275.415899,-0.12783,-0.176237,0.209654,0.002475,79.456037,-12.034211,108.864097
343.399219,903.724696,285.467995,-0.116681,-0.169158,0.166763,0.002425,79.400396,-12.107043,108.858568
341.874085,906.466497,294.883611,-0.09866,-0.157192,0.121098,0.00245,79.344602,-12.172225,108.853956
342.545144,911.187298,302.006315,-0.07346,-0.139123,0.074824,0.00245,79.290619,-12.229772,108.851031
337.664714,918.979715,310.726713,-0.040625,-0.11976,0.028383,0.002425,79.239317,-12.277598,108.850111
329.184968,925.453707,317.32071,-0.003054,-0.109114,-0.016337,0.00245,79.191927,-12.315537,108.849684
321.498292,928.955761,320.021938,0.039708,-0.111269,-0.059982,0.00245,79.15052,-12.344669,108.847873
315.092728,929.217526,319.707368,0.083235,-0.12452,-0.099797,0.002425,79.115987,-12.366708,108.843226
307.284041,930.8716,312.388032,0.128441,-0.147239,-0.136029,0.00245,79.091245,-12.381836,108.833729
304.294778,931.483698,303.633745,0.169065,-0.162573,-0.166293,0.00245,79.075647,-12.392366,108.820647
300.024402,932.479168,288.703284,0.211981,-0.167917,-0.192331,0.00245,79.071077,-12.398333,108.805098
295.937042,937.566862,271.286292,0.246191,-0.150618,-0.215255,0.00245,79.076734,-12.399311,108.790119
291.605661,940.264129,252.306057,0.276583,-0.101683,-0.230602,0.002475,79.091711,-12.395405,108.78018
280.014641,939.204263,235.452318,0.303462,-0.033417,-0.238748,0.002425,79.112734,-12.386066,108.778775
267.935578,936.160316,223.58472,0.326218,0.037228,-0.246337,0.00245,79.138627,-12.370312,108.786367
251.220107,938.845256,211.870262,0.343782,0.086789,-0.254321,0.00245,79.169296,-12.347028,108.799945
235.480722,944.625249,200.317794,0.355694,0.113053,-0.261965,0.00245,79.204819,-12.316945,108.8162
221.81552,947.936411,189.940772,0.362567,0.112287,-0.268733,0.00245,79.244735,-12.281737,108.831468
210.102489,954.913027,176.225193,0.360887,0.097984,-0.276637,0.002425,79.289116,-12.242429,108.843414
200.585652,960.662898,161.595273,0.355083,0.07882,-0.282544,0.00245,79.338579,-12.199432,108.851631
190.641776,964.238742,150.089775,0.347142,0.06282,-0.289905,0.00245,79.391123,-12.152852,108.856658
181.734993,964.893289,137.147161,0.335382,0.055066,-0.298312,0.00245,79.446285,-12.102862,108.859576
172.462177,960.222279,126.33914,0.3224,0.055141,-0.303314,0.00245,79.502715,-12.049887,108.861783
158.369937,959.47275,118.581366,0.30499,0.053136,-0.306137,0.002425,79.558674,-11.992884,108.863161
146.412884,964.288612,111.94096,0.282845,0.042581,-0.305946,0.00245,79.614342,-11.932023,108.862727
137.079063,967.552243,108.445494,0.258409,0.024638,-0.30435,0.00245,79.668105,-11.869034,108.859655
128.233285,966.062227,105.714898,0.232599,-0.000169,-0.300914,0.00245,79.719529,-11.804711,108.853114
122.49878,962.63566,101.088887,0.204345,-0.021362,-0.293492,0.002425,79.768457,-11.740997,108.843642
117.679356,960.113927,96.612441,0.175938,-0.03708,-0.286668,0.002475,79.815438,-11.676748,108.831837
113.653001,960.606677,96.915998,0.144324,-0.051312,-0.279496,0.002425,79.857623,-11.61359,108.818481
110.419717,965.339148,100.78307,0.112863,-0.06664,-0.276346,0.002475,79.894765,-11.549596,108.803174
106.759395,970.075947,100.891501,0.082929,-0.066524,-0.273495,0.00245,79.927486,-11.485334,108.788123
105.539287,978.683586,101.594525,0.051621,-0.042148,-0.268405,0.00245,79.954995,-11.420831,108.776701
96.632504,973.88749,106.547722,0.024589,0.009955,-0.254459,0.002425,79.97528,-11.354919,108.773385
85.956564,970.653981,113.120639,0.001985,0.068324,-0.235121,0.00245,79.988299,-11.286847,108.779289
73.938507,969.107024,123.723468,-0.021687,0.11404,-0.214673,0.00245,79.993037,-11.216913,108.792876
60.334309,971.410387,135.542686,-0.043984,0.143159,-0.191686,0.00245,79.989957,-11.145275,108.81189
51.610542,975.340813,146.302326,-0.062006,0.15122,-0.169873,0.002425,79.980912,-11.074149,108.832994
44.77794,977.35229,155.358663,-0.077431,0.149998,-0.141923,0.00245,79.966651,-11.00475,108.855391
38.250366,978.877703,168.624599,-0.088122,0.146171,-0.112231,0.00245,79.946728,-10.937743,108.878775
33.735969,983.938113,181.779746,-0.096369,0.13116,-0.082339,0.00245,79.922086,-10.874043,108.901511
34.285017,980.673168,193.295505,-0.097591,0.113634,-0.047076,0.00245,79.89383,-10.816158,108.923359
33.247926,986.765951,204.186356,-0.093314,0.090747,-0.01103,0.002425,79.863908,-10.763718,108.943241
39.043436,987.860925,216.348758,-0.085373,0.064847,0.029171,0.00245,79.831776,-10.719513,108.961342
46.913128,988.859041,224.916769,-0.068115,0.034567,0.071326,0.00245,79.800217,-10.684551,108.976698
57.406052,986.377129,232.292581,-0.049941,-0.002491,0.113616,0.00245,79.769664,-10.659847,108.988341
77.171791,979.431852,235.989761,-0.028559,-0.036426,0.156639,0.002475,79.741207,-10.648658,108.996634
92.606149,971.161658,243.198502,-0.004429,-0.068064,0.194553,0.002425,79.714199,-10.648073,109.0019
114.20205,970.842761,246.695378,0.02016,-0.10539,0.228624,0.00245,79.690458,-10.660247,109.002991
135.187897,969.474545,248.254294,0.043984,-0.142161,0.254981,0.00245,79.670471,-10.683562,108.999687
157.820888,964.22297,246.333278,0.068726,-0.178011,0.273397,0.00245,79.655158,-10.717557,108.991775
181.124939,953.54531,242.700959,0.089802,-0.215995,0.280175,0.00245,79.644216,-10.761196,108.97864
204.856027,950.239695,236.223488,0.108281,-0.244757,0.279076,0.002425,79.638421,-10.812444,108.961312
224.377745,946.689917,230.252698,0.128899,-0.254821,0.269813,0.00245,79.637708,-10.869291,108.941809
239.629087,951.50945,223.863797,0.150586,-0.254296,0.257544,0.00245,79.642534,-10.928608,108.921619
252.684236,954.453333,217.724236,0.168302,-0.253184,0.234745,0.00245,79.652107,-10.988324,108.900596
261.59102,953.92453,210.895486,0.181894,-0.261373,0.204117,0.002425,79.6658,-11.046214,108.877501
267.996584,952.799531,200.731192,0.192738,-0.278633,0.171362,0.00245,79.684999,-11.102285,108.850282
275.439239,948.443091,190.184935,0.200068,-0.296926,0.136325,0.00245,79.708897,-11.156492,108.81901
281.661786,948.48469,179.855637,0.199763,-0.315817,0.095814,0.002475,79.736982,-11.207585,108.783047
285.444119,948.577588,167.971847,0.197625,-0.33094,0.054619,0.002425,79.768458,-11.254032,108.743945
288.189361,947.006055,158.642734,0.190447,-0.332611,0.016265,0.002475,79.802556,-11.296396,108.702268
290.873597,943.64095,147.075774,0.174869,-0.324583,-0.019971,0.0024,79.83697,-11.334387,108.661361
290.324549,938.486793,139.663444,0.155168,-0.300112,-0.054076,0.002475,79.870935,-11.367427,108.621432
283.125915,934.092328,134.622432,0.13455,-0.265975,-0.083247,0.00245,79.902266,-11.393655,108.585701
278.18448,936.918932,130.585835,0.111947,-0.232124,-0.109191,0.002425,79.930779,-11.413669,108.554126
271.534895,935.695858,129.923,0.084762,-0.191906,-0.132857,0.00245,79.954704,-11.427279,108.527318
262.689117,942.384548,128.92272,0.062159,-0.145493,-0.153502,0.00245,79.974825,-11.433494,108.50643
254.08736,950.515628,132.459032,0.038028,-0.093306,-0.169341,0.00245,79.989336,-11.4328,108.492679
241.276232,958.396053,142.139986,0.016341,-0.046012,-0.180367,0.00245,79.99673,-11.424691,108.485884
227.367008,964.782036,147.773427,-0.001222,-0.005076,-0.190374,0.002425,79.999109,-11.409627,108.484911
212.847731,968.635467,158.327025,-0.017563,0.021417,-0.197651,0.00245,79.995259,-11.387827,108.488128
199.121523,976.407364,167.66922,-0.027643,0.033359,-0.201752,0.00245,79.987148,-11.360412,108.493426
186.676428,978.407075,174.90563,-0.035432,0.035397,-0.201745,0.00245,79.975748,-11.329028,108.499428
178.623719,985.270468,183.846754,-0.043679,0.028308,-0.197603,0.002425,79.961117,-11.295854,108.504942
169.228892,987.127955,192.491006,-0.048872,0.016594,-0.190468,0.00245,79.943393,-11.260764,108.50952
161.115178,985.333821,199.338865,-0.051926,-0.003836,-0.181612,0.00245,79.923585,-11.225094,108.511853
159.224012,990.435174,206.174861,-0.048719,-0.025053,-0.170745,0.00245,79.903044,-11.190743,108.511788
160.261103,989.399979,214.328624,-0.043526,-0.037179,-0.153824,0.00245,79.880979,-11.159509,108.510912
163.494388,991.097544,219.11305,-0.029628,-0.030416,-0.137178,0.002475,79.859263,-11.131275,108.511618
165.507565,998.977119,222.653033,-0.013898,-0.010331,-0.116467,0.00245,79.838756,-11.105925,108.515764
167.337726,999.864447,227.686047,0.005498,0.011029,-0.097182,0.002425,79.818973,-11.083439,108.523609
169.472914,997.053185,228.718516,0.027185,0.029523,-0.073706,0.00245,79.801165,-11.064501,108.534771
170.693021,995.661437,226.637578,0.048108,0.037309,-0.058075,0.00245,79.786643,-11.048081,108.547296
174.65837,991.578624,222.672238,0.069795,0.039625,-0.046551,0.002425,79.776033,-11.034799,108.560133
179.538799,995.185439,220.385162,0.087969,0.042552,-0.038963,0.00245,79.768906,-11.023821,108.573483
184.114202,996.640813,213.645831,0.103852,0.048064,-0.034375,0.00245,79.766054,-11.01478,108.587299
187.896535,1001.109163,209.555676,0.118514,0.057213,-0.031916,0.00245,79.766568,-11.006847,108.602164
185.822352,998.705463,204.041679,0.131037,0.058401,-0.034304,0.00245,79.770355,-10.998156,108.616841
184.053197,995.288403,198.039357,0.138521,0.048158,-0.038118,0.002425,79.776976,-10.989003,108.629551
184.54124,989.829183,188.988952,0.14295,0.030945,-0.042312,0.00245,79.787282,-10.98024,108.639384
182.650073,983.978494,184.546299,0.14524,0.014282,-0.046848,0.00245,79.799365,-10.971103,108.646571
183.077111,984.720392,176.574388,0.145088,-0.006907,-0.046798,0.00245,79.814486,-10.962719,108.650303
183.626159,983.533179,172.285629,0.138368,-0.035117,-0.045571,0.00245,79.830621,-10.955527,108.649868
186.676428,980.086093,168.281414,0.128746,-0.06149,-0.042816,0.002475,79.847234,-10.950559,108.645564
192.227916,979.248652,164.638643,0.118361,-0.087437,-0.043882,0.002425,79.863832,-10.947984,108.637504
199.243533,980.09842,161.015637,0.106296,-0.104903,-0.047664,0.00245,79.880463,-10.947474,108.626605
205.710102,985.208429,160.33435,0.096216,-0.110362,-0.051141,0.00245,79.896233,-10.948311,108.614776
211.078575,985.42473,159.946457,0.082624,-0.106431,-0.055866,0.00245,79.910063,-10.950039,108.603374
214.128843,980.589663,159.188368,0.071933,-0.087544,-0.058809,0.002425,79.921754,-10.952199,108.594652
217.545144,976.910935,158.576174,0.06277,-0.064058,-0.063968,0.00245,79.931571,-10.95432,108.589038
220.351391,972.376507,158.139242,0.053453,-0.029509,-0.067473,0.00245,79.939031,-10.956286,108.588228
219.070278,971.383007,161.039266,0.046734,0.010688,-0.07232,0.00245,79.943488,-10.956229,108.593148
216.203026,974.68928,163.506591,0.041999,0.048792,-0.080952,0.002425,79.945685,-10.953029,108.603226
208.272328,978.221456,169.28527,0.04261,0.080644,-0.089011,0.00245,79.945496,-10.945097,108.618011
201.988775,980.985845,171.124209,0.041235,0.098301,-0.100086,0.00245,79.944272,-10.933117,108.635086
195.156174,984.011244,171.583166,0.044595,0.105647,-0.11201,0.00245,79.943413,-10.917084,108.652891
187.713519,989.328802,172.95571,0.049177,0.109522,-0.12318,0.00245,79.943014,-10.896886,108.670987
179.904832,991.469887,172.643305,0.053759,0.110557,-0.130938,0.002475,79.943485,-10.872985,108.68918
170.754026,991.551964,170.156118,0.059715,0.107965,-0.135938,0.0024,79.945672,-10.846388,108.706188
164.714495,990.001047,165.280766,0.064755,0.105549,-0.139014,0.00245,79.950105,-10.817415,108.72287
162.396291,991.336976,162.52372,0.067351,0.106757,-0.137476,0.00245,79.955789,-10.788024,108.73959
157.759883,990.734192,159.750578,0.071169,0.116887,-0.133845,0.002475,79.962571,-10.757456,108.757869
154.526598,990.315423,155.391413,0.074071,0.123387,-0.130125,0.00245,79.970891,-10.726666,108.776717
148.304051,987.592073,152.30888,0.073155,0.124202,-0.12758,0.002425,79.979847,-10.694782,108.795392
143.118594,982.094828,148.76372,0.0701,0.113017,-0.12738,0.002475,79.989535,-10.66163,108.812748
141.837482,980.519064,148.268805,0.060479,0.093097,-0.126719,0.002425,79.998403,-10.629291,108.826965
141.776476,979.584109,145.041789,0.051163,0.071548,-0.128479,0.00245,80.007497,-10.597277,108.838101
143.484627,979.837778,143.158797,0.040472,0.061044,-0.129844,0.00245,80.015947,-10.566057,108.847626
145.314788,980.004945,142.446074,0.031003,0.064104,-0.130852,0.002425,80.023218,-10.535565,108.857409
144.338702,980.706654,141.858728,0.019854,0.078883,-0.130994,0.00245,80.028719,-10.504346,108.869356
141.776476,978.791473,145.482487,0.009774,0.093153,-0.13298,0.00245,80.031177,-10.471927,108.883499
139.336262,972.5384,149.968631,-0.000764,0.101423,-0.137472,0.002425,80.030291,-10.438543,108.898846
133.235725,966.847072,158.47151,-0.011454,0.09631,-0.145103,0.00245,80.024957,-10.402442,108.914008
130.978526,964.443566,163.10863,-0.020312,0.080518,-0.156023,0.002475,80.017133,-10.364538,108.927104
131.405564,962.707319,167.839594,-0.030239,0.062459,-0.169985,0.002425,80.007062,-10.326004,108.937356
130.124451,964.349162,172.861595,-0.034363,0.053825,-0.185344,0.00245,79.995114,-10.285022,108.94638
124.450952,994.547819,197.990976,-0.040166,0.05663,-0.201314,0.002475,79.976114,-10.238545,108.956574
100.658858,1012.491857,503.786813,-0.201596,0.047547,-0.222112,0.002425,79.849252,-10.181508,108.980013
124.389946,712.432415,685.618786,-0.207857,0.324485,-0.205001,0.00245,79.61718,-10.138677,109.059765
8.662762,798.930908,795.574629,0.264518,0.981291,-0.083264,0.00245,79.427769,-10.056606,109.235649
-43.06979,887.594013,676.699139,0.515596,0.880471,-0.094832,0.00245,79.32003,-9.95728,109.389074
-68.204002,934.109233,484.525081,0.601885,0.662638,-0.125845,0.00245,79.287226,-9.848888,109.500983
-99.743777,939.615503,461.316138,0.621586,0.428857,-0.117617,0.00245,79.270343,-9.738189,109.578897
-58.870181,940.386191,424.902913,0.621586,-0.129504,-0.18489,0.00245,79.277652,-9.64541,109.574936
3.111274,978.683127,347.914569,0.686647,-0.518005,-0.231305,0.002425,79.329445,-9.575824,109.511511
44.77794,981.18591,281.141082,0.73674,-0.535162,-0.219015,0.00245,79.409767,-9.521355,109.441899
60.578331,955.229602,243.534633,0.785765,-0.349554,-0.17501,0.00245,79.50157,-9.473928,109.397902
60.395315,952.815722,203.868036,0.829902,-0.130725,-0.131528,0.00245,79.606414,-9.42722,109.383678
44.594924,953.578604,181.113065,0.862585,0.068555,-0.082277,0.002425,79.71681,-9.37749,109.397361
25.012201,987.881217,126.497731,0.893282,0.17037,-0.0482,0.00245,79.849252,-9.323472,109.423226
6.832601,997.77602,104.882057,0.872359,0.206348,-0.009643,0.00245,79.984477,-9.268409,109.454047
5.124451,1000.411538,77.616094,0.859225,0.125001,0.013475,0.00245,80.127771,-9.218401,109.472761
8.601757,1029.730271,24.212917,0.851589,-0.017238,0.021997,0.002475,80.291085,-9.174598,109.469132
21.046852,1032.84573,-20.861505,0.801037,-0.143961,0.035257,0.00245,80.46223,-9.139911,109.445914
41.910688,1026.552258,-58.68097,0.74682,-0.252117,0.048949,0.002425,80.638028,-9.11645,109.406396
64.604685,1031.65425,-95.394177,0.688632,-0.31702,0.064159,0.00245,80.818405,-9.104014,109.356182
83.882382,1044.330851,-125.129917,0.622503,-0.307254,0.086058,0.00245,80.996857,-9.100218,109.306577
96.632504,1046.579517,-136.320093,0.55057,-0.233444,0.115135,0.00245,81.165742,-9.102639,109.267561
105.173255,1041.948985,-139.286003,0.480164,-0.154649,0.143028,0.00245,81.323018,-9.109887,109.240131
109.016593,1041.944657,-135.527362,0.408995,-0.102263,0.161119,0.002425,81.466535,-9.11931,109.22074
113.40898,1035.511239,-129.203689,0.333549,-0.077849,0.171395,0.00245,81.596954,-9.131332,109.205261
119.326501,1039.511879,-127.826721,0.268489,-0.074576,0.174829,0.00245,81.716853,-9.14533,109.190442
128.721327,1041.845828,-127.091315,0.196098,-0.098601,0.17092,0.00245,81.826123,-9.161942,109.172247
137.018058,1041.246058,-125.602805,0.126455,-0.142912,0.15786,0.00245,81.925576,-9.180044,109.147651
150.195217,1040.742198,-131.736435,0.056508,-0.208521,0.139962,0.002425,82.017913,-9.200631,109.113403
172.218155,1042.445967,-147.816646,-0.019243,-0.268842,0.116244,0.00245,82.105193,-9.225869,109.069256
190.45876,1041.835744,-156.168356,-0.100798,-0.253812,0.100318,0.00245,82.182616,-9.253967,109.026542
195.888238,1030.481897,-128.064856,-0.185101,-0.134462,0.099761,0.00245,82.237023,-9.28161,109.001933
191.312836,1027.166503,-108.853635,-0.21473,-0.033049,0.096095,0.002425,82.279359,-9.305184,108.992431
185.944363,1044.906335,-131.323694,-0.265129,-0.021995,0.071707,0.00245,82.320229,-9.322744,108.983019
187.774524,1032.382393,-132.694634,-0.357069,-0.022422,0.050116,0.002475,82.348399,-9.338559,108.973031
186.493411,1031.780748,-114.100128,-0.425031,-0.017688,0.029264,0.00245,82.361798,-9.350748,108.964189
184.846266,1026.875756,-90.248869,-0.495436,-0.012227,0.009995,0.00245,82.358046,-9.359719,108.956909
183.565154,1015.856243,-63.570814,-0.552861,0.001421,-0.006726,0.00245,82.337978,-9.366116,108.952528
178.013665,1012.805724,-35.336952,-0.600663,0.024076,-0.02306,0.00245,82.302091,-9.368063,108.952432
172.828209,1000.047704,-7.124171,-0.648619,0.042946,-0.037301,0.002425,82.25145,-9.366605,108.956014
165.751586,989.024617,24.377938,-0.687869,0.058863,-0.048314,0.00245,82.184149,-9.361421,108.963337
159.163006,983.486911,52.529722,-0.716733,0.065701,-0.062083,0.00245,82.103902,-9.35222,108.97278
155.624695,975.602079,81.070907,-0.743002,0.069183,-0.072247,0.00245,82.010918,-9.340652,108.983968
148.97511,971.419412,108.788582,-0.757969,0.077404,-0.082555,0.00245,81.907038,-9.325426,108.997498
145.009761,973.082159,133.49102,-0.763009,0.09481,-0.090551,0.002425,81.795865,-9.307423,109.014317
140.373353,969.289549,159.545675,-0.7653,0.121873,-0.094243,0.00245,81.674618,-9.286821,109.036312
133.29673,964.198378,186.862279,-0.754609,0.156337,-0.093375,0.00245,81.545658,-9.263488,109.064499
124.450952,961.976354,211.029518,-0.737657,0.178633,-0.086107,0.00245,81.411352,-9.237879,109.097094
118.533431,959.991906,235.25248,-0.718108,0.182536,-0.082681,0.00245,81.272566,-9.210779,109.131409
113.836018,958.632171,258.682053,-0.691534,0.172394,-0.07957,0.00245,81.130982,-9.18283,109.165398
111.212787,958.124368,276.609299,-0.660837,0.155449,-0.075544,0.002425,80.990232,-9.155105,109.197557
109.748658,955.292123,292.424829,-0.626779,0.140138,-0.073802,0.002475,80.848199,-9.127352,109.228761
109.260615,953.509852,306.168174,-0.588751,0.130863,-0.069702,0.002425,80.709973,-9.100539,109.258807
109.32162,955.360847,320.450388,-0.544155,0.124877,-0.063577,0.00245,80.573775,-9.074567,109.288877
107.186432,957.197157,333.726583,-0.494215,0.117211,-0.058316,0.002475,80.440854,-9.048687,109.31865
109.32162,956.467779,344.583835,-0.440914,0.100406,-0.054884,0.002425,80.314662,-9.024587,109.34611
109.138604,953.243119,353.790587,-0.385475,0.072843,-0.052408,0.00245,80.193722,-9.001484,109.370296
113.103953,951.011205,359.031902,-0.328051,0.038792,-0.050355,0.00245,80.080446,-8.980855,109.389902
118.41142,951.674793,358.874241,-0.268489,0.002808,-0.048755,0.002425,79.977506,-8.963089,109.40431
126.58614,952.99971,355.36268,-0.210301,-0.022343,-0.048536,0.00245,79.884632,-8.948509,109.414951
134.150805,955.388629,354.795099,-0.151502,-0.03672,-0.048771,0.00245,79.801292,-8.93658,109.423404
140.434358,956.426837,350.902987,-0.091787,-0.039563,-0.050693,0.00245,79.728142,-8.926449,109.431124
144.521718,955.136931,344.647653,-0.036196,-0.043974,-0.055963,0.00245,79.665035,-8.917125,109.437748
145.741825,953.376301,339.597791,0.018938,-0.059644,-0.06607,0.002425,79.611703,-8.907413,109.441699
148.487067,947.664823,329.485645,0.068878,-0.089159,-0.080679,0.00245,79.568787,-8.897627,109.440671
153.062469,941.604229,314.717365,0.112558,-0.121256,-0.096992,0.00245,79.536875,-8.888325,109.43409
158.613958,938.01463,296.894318,0.152266,-0.134526,-0.115321,0.00245,79.516225,-8.879004,109.424346
163.372377,940.868806,277.512258,0.187392,-0.115045,-0.130831,0.002475,79.506827,-8.868534,109.415782
162.335286,942.187599,260.401837,0.215646,-0.061281,-0.142692,0.00245,79.505577,-8.85504,109.4137
153.97755,941.351472,248.738773,0.244206,0.005656,-0.150522,0.00245,79.510516,-8.836322,109.420206
